,lender_name,lender_id,advertiser_name,advertiser_id,match_index,score
1237,MAJESTIC MORTGAGE,7-7165700002,MAJESTIC MORTGAGE CORP,709.0,841.0,100.0
1238,ACADEMY MORTGAGE CORP,7-7257500009,Academy Mortgage Corp,47.0,855.0,100.0
1239,ENTERPRISE MORTGAGE CORPORATIO,7-7362600000,,,,
1240,NATIONSTAR MORTGAGE LLC,7-75-2921540,Nationstar Mortgage Llc,812.0,1804.0,100.0
1241,FREEDOM MORTGAGE CORP.,7-7515900008,Freedom Mortgage Corp,486.0,845.0,100.0
1242,WALL STREET MORTGAGE BANKERS L,7-7552800000,WALL STREET MORTGAGE BANKERS LTD,1185.0,876.0,96.57947958465763
1243,CORNERSTONE MORTGAGE COMPANY,7-76-0236067,Cornerstone Mortgage Co,308.0,847.0,100.0
1244,FAIRWAY INDP MORTGAGE CORP,7-76-0503625,,,,
1245,REFINANCE.COM,7-7624400009,,,,
1246,LOAN CORRESPONDENTS INC.,7-7866800005,,,,
1247,HOME CONSULTANTS INC,7-7868600006,,,,
1248,IFREEDOM DIRECT CORPORATION,7-7927200007,,,,
1249,NOVA  HOME LOANS,7-86-0415227,,,,
1250,AMERICAN MORTGAGE SPECIALISTS,7-86-1022113,AMERICAN MORTGAGE SPECIALISTS,35.0,6647.0,100.0
1251,"ABACUS MORTGAGE, INC",7-91-1502618,ABACUS MORTGAGE INC,13.0,6648.0,100.0
1252,HOMESTEAD MORTGAGE,7-91-2093043,Homestead Mortgage,601.0,6649.0,100.0
1253,FIRST NATIONAL BANK & TRUST CO,1-0000001467,First National Bank TX,451.0,34.0,85.25711145812843
1254,NATIONAL BANK AND TRUST CO,1-0000001997,National Bank & Trust Co,809.0,20.0,87.8507091287347
1255,LCNB NATIONAL BANK,1-0000002360,,,,
1256,BANK FIRST NATIONAL,1-0000004975,Bank First National,137.0,30.0,100.0
1257,UBS AG  TAMPA BRANCH,1-0000080122,,,,
1258,SKY BANK C/O HUNTINGTON BANK,2-0000576710,,,,
1259,BANCO POPULAR NORTH AMERICA,2-0002736291,,,,
1260,MY LUBBOCK BANK,3-0000001720,,,,
1261,NEWBRIDGE BANK,3-0000016799,NewBridge Bancorp,830.0,212.0,100.0
1262,ANDROSCOGGIN BANK,3-0000017751,Androscoggin Bank,91.0,229.0,100.0
1263,MARINE BANK  SPRINGFIELD,3-0000020250,,,,
1264,HOME SAVINGS & LOAN COMPANY,3-0000028114,Home Savings & Loan Co,594.0,356.0,100.0
1265,GREAT MIDWEST BANK  SSB,3-0000029657,Great Midwest Bank,526.0,307.0,80.3340896331104
1266,GUARDIAN SAVINGS BANK  FSB,4-0000000709,Guardian Savings,540.0,353.0,85.62426981573316
1267,MID AMERICA BANK,4-0000002098,Mid America Bancorp,767.0,361.0,100.0
1268,SOMERSET SAVINGS BANK  SLA,4-0000002343,Somerset Savings Bank,1035.0,365.0,86.15833418124298
1269,BANKFINANCIAL  F.S.B.,4-0000002402,,,,
1270,INDYMAC BANK  F.S.B.,4-0000003970,,,,
1271,AMTRUST BANK,4-0000004072,,,,
1272,PROVIDENT SAVINGS BANK  FSB,4-0000006051,Provident Savings Bank,935.0,190.0,85.47837086223234
1273,LEHMAN BROTHERS BANK  FSB,4-0000006069,,,,
1274,FIRST FEDERAL BANK OF FLORIDA,4-0000006707,First Federal Bank Of FL,440.0,7027.0,88.1853479622257
1275,COLONIAL SAVINGS  F.A.,4-0000006809,,,,
1276,SLOVENIAN SAVINGS & LOAN,4-0000007703,Slovenian Savings & Loan,1031.0,393.0,100.0
1277,WILMINGTON SAVINGS FUND SOCIET,4-0000007938,,,,
1278,STERLING BANK & TRUST  FSB,4-0000008028,,,,
1279,DOLLAR BANK  FSB,4-0000008043,,,,
1280,BANKUNITED  FSB,4-0000008045,,,,
1281,CHEVY CHASE BANK   F.S.B.,4-0000008145,,,,
1282,PRESIDENTIAL BANK  F.S.B.,4-0000008186,,,,
1283,NETBANK FUNDINGS SERVICES,4-0000008475,,,,
1284,WORLD SAVINGS BANK  FSB,4-0000012642,,,,
1285,CITICORP TRUST BANK  FSB,4-0000014470,,,,
1286,ALLSTATE BANK,4-0000015100,Allstate Corp,65.0,2280.0,100.0
1287,DORAL BANK  FSB,4-0000015365,,,,
1288,AMERICAN EXPRESS BANK  FSB,4-0000015648,American Express Co,78.0,5134.0,85.08438353110925
1289,ING BANK  FSB,4-0000016782,,,,
1290,HARRINGTON BANK  FSB,4-0000017910,,,,
1291,GUARANTY BANK  FSB,4-0000017936,,,,
1292,PYRAMAX BANK FSB,4-0000017954,,,,
1293,SUNSHINE SAVINGS BANK,4-0000017971,,,,
1294,PEOPLE'S UNITED BANK,4-0000018027,,,,
1295,COUNTRYWIDE BANK  FSB,4-0000018039,,,,
1296,AMERICAN EAGLE FCU,5-0000000080,,,,
1297,NUVISION FEDERAL CREDIT UNION,5-0000000566,NuVision Federal Credit Union,851.0,4200.0,100.0
1298,TUCSON FEDERAL CU,5-0000002157,,,,
1299,EMPOWER FEDERAL CREDIT UNION,5-0000003025,Empower Federal Credit Union,375.0,4223.0,100.0
1300,CELLOGG COMMUNITY FCU,5-0000004702,,,,
1301,UNITED SOUTHEAST FCU,5-0000004714,,,,
1302,PACIFIC OAKS FED CREDIT UNION,5-0000005662,Pacific Oaks Federal Credit Union,894.0,4239.0,92.56648444570192
1303,SUNEAST FEDERAL CREDIT UNION,5-0000006160,Sun East Federal Credit Union,1073.0,476.0,92.4828085997351
1304,COLUMBUS METRO FCU,5-0000007393,,,,
1305,WHITE CROWN FCU,5-0000007418,,,,
1306,NECHESHUNTSMAN FCU,5-0000007916,,,,
1307,FINANCE CENTER FCU,5-0000008594,,,,
1308,GROW FINANCIAL FEDERAL CREDIT,5-0000009976,Grow Financial Federal Credit Union,534.0,4269.0,90.62444600409387
1309,CHARTWAY FEDERAL CREDIT UNION,5-0000013242,Chartway Federal Credit Union,255.0,521.0,100.0
1310,ADVANTAGE FCU,5-0000024181,,,,
1311,MOUNTAIN AMERICA FEDERAL C.U.,5-0000024692,,,,
1312,HORIZON UTAH FEDERAL CREDIT UN,5-0000024746,HORIZONS FEDERAL CREDIT UNION,559.0,453.0,81.7094016039352
1313,WASHINGTON STATE EMPLOYEES CRE,5-0000060042,Washington State Employees Credit Union,1196.0,577.0,86.9368882640768
1314,BAYPORT CREDIT UNION,5-0000061330,BayPort Credit Union Inc,164.0,4381.0,100.0
1315,COMMONWEALTH CENTRAL CU,5-0000061741,Commonwealth Central Credit Union,290.0,4387.0,82.00396220598805
1316,STATECENTERCREDIT UNION,5-0000063819,STATE CENTER CREDIT UNION,996.0,3463.0,86.51926919383502
1317,ST MARYS BANK CU,5-0000063829,,,,
1318,CREDIT UNION OF COLORADO,5-0000064588,,,,
1319,DELTA COMMUNITY CREDIT UNION,5-0000066357,Delta Community Credit Union,333.0,4444.0,100.0
1320,HARBOSTONE CREDIT UNION,5-0000066399,Harborstone Credit Union,567.0,685.0,96.9385314767657
1321,STATE EMPLOYEE CREDIT UNION,5-0000066736,State Employees Credit Union,1061.0,588.0,97.52134413407744
1322,WR STARKEY MORTGAGE  LLP,7-1522600000,,,,
1323,CREDIT SUISSE,7-1750800001,Credit Suisse Group,314.0,4590.0,100.0
1324,PARAMOUNT BOND AND MORTGAGE,7-2483809994,,,,
1325,AGSTAR FINANCIAL SERVICES  ACA,7-41-1956286,AgStar Financial Services ACA,56.0,4618.0,98.18131463757078
1326,METAMERICA MORTGAGE,7-54-1761455,MetAmerica Mortgage Bankers Inc,762.0,5588.0,83.63701697437747
1327,FOUNDATION FINANCIAL GROUP,7-57-1193906,FOUNDATION FINANCIAL GROUP INC,405.0,7488.0,100.0
1328,CONSUMER FIRST MORTGAGE INC,7-63-1254889,CONSUMER FIRST MORTGAGE,210.0,7495.0,100.0
1329,NORTHERN PACIFIC MORTGAGE CORP,7-68-0174610,,,,
1330,GREENTREE MORTGAGE CO.  L.P.,7-7568300002,GREENTREE MORTGAGE CORP,505.0,879.0,89.801889414524
1331,VITEK REAL ESTATE INDUSTRIES G,7-7674000006,,,,
1332,OPEN MORTGAGE LLC,7-83-0345906,OPEN MORTGAGE LLC,855.0,7564.0,100.0
1333,PEOPLES BANK  NATIONAL ASSOCIA,1-0000005552,,,,
1334,BNY MELLON N.A.,1-0000006301,,,,
1335,EVANS BANK  N.A.,1-0000011583,Evans Bancorp Inc,383.0,43.0,100.0
1336,FIRST NATIONAL BANK OF LONG IS,1-0000013126,First National Bank Of Long Island,450.0,46.0,92.94165629733865
1337,FOREST PARK NATIONAL BANK & TR,1-0000014566,Forest Park National Bank,477.0,55.0,90.22757363046252
1338,CITY NATIONAL CORPORATION,1-0000014695,,,,
1339,TD BANK  N.A.,1-0000024096,,,,
1340,ADIRONDACK BANK,2-0000101671,Adirondack Bank,49.0,72.0,100.0
1341,M&T BANK,2-0000501105,M&T Bank Corp,708.0,103.0,100.0
1342,COMMUNITY BANK AND TRUST,3-0000005702,Community Bank & Trust,292.0,145.0,88.0824672833727
1343,CITIZENS & NORTHERN BANK,3-0000007799,Citizens & Northern Corp,263.0,169.0,100.0
1344,WESTERN STATE BANK,3-0000009123,Western State Bank,1210.0,173.0,100.0
1345,FIRST SOUTH BANK,3-0000009170,FirstSouth Bancorp Inc,467.0,7722.0,93.11869931175055
1346,GERMAN AMERICAN BANCORP,3-0000017393,German American Bancorp,515.0,2078.0,100.0
1347,COREFIRST BANK & TRUST,3-0000018100,CoreFirst Bank & Trust,305.0,7772.0,100.0
1348,HEARTLAND BANK & TRUST COMPANY,3-0000020369,Heartland Bank & Trust Co,580.0,7793.0,100.0
1349,CF BANCORP,3-0000030005,,,,
1350,SOUTH CENTRAL BANK OF DAVIESS,3-0000033963,,,,
1351,SYNOVUS BANK,3-0000034172,,,,
1352,BANK OF OAKRIDGE,3-0000035365,Bank Of Oak Ridge,149.0,2189.0,84.88743343821776
1353,BEACH COMMUNITY BANK,3-0000057131,Beach Community Bank,165.0,2193.0,100.0
1354,PIEDMONT FEDERAL SAVINGS BANK,4-0000000007,Piedmont Federal Savings Bank,917.0,347.0,100.0
1355,COLONIAL FEDERAL SAVINGS BANK,4-0000001673,Colonial Federal Savings Bank,280.0,7880.0,100.0
1356,ARUNDEL FEDERAL SAVINGS BANK,4-0000002349,Arundel Federal Savings Bank,99.0,7883.0,100.0
1357,ROSEDALE FEDERAL SAV & LOAN,4-0000003758,Rosedale Federal Savings & Loan Assn,979.0,372.0,83.97669457294525
1358,FREEHOLD SAVINGS BANK,4-0000005489,Freehold Savings Bank,487.0,7901.0,100.0
1359,MUTUAL OF OMAHA BANK,4-0000008146,,,,
1360,HOME LOAN INVESTMENT BANK,4-0000012504,Home Loan Investment Bank,593.0,7922.0,100.0
1361,WACHOVIA MORTGAGE FSB,4-0000012642,,,,
1362,MERRILL LYNCH BK&TC FSB,4-0000014460,,,,
1363,FIRST ATLANTIC FEDERAL CREDIT,5-0000000082,First Atlantic Federal Credit Union,427.0,422.0,90.6307744332631
1364,MIDWEST AMERICA FCU,5-0000001427,,,,
1365,TENNESSEE VALLEY FEDERAL CREDI,5-0000001520,Tennessee Valley Federal Credit Union,1094.0,7962.0,90.45788362098381
1366,UNITED SE FEDERAL CREDIT UNION,5-0000004714,UT Federal Credit Union,1133.0,543.0,81.87023186694255
1367,NASA FEDERAL CREDIT UNION,5-0000006328,NASA Federal Credit Union,795.0,7993.0,100.0
1368,COLUMBUS METRO FEDERAL CREDIT,5-0000007393,Columbus Metro Federal Credit Union,285.0,1409.0,90.3090959716945
1369,EGLIN FEDERAL CREDIT UNION,5-0000009788,Eglin Federal Credit Union,371.0,505.0,100.0
1370,RTP FEDERAL CREDIT UNION,5-0000018550,RTP Federal Credit Union,951.0,8044.0,100.0
1371,PITTSFORD FEDERAL CREDIT UNION,5-0000019085,Pittsford Federal Credit Union,921.0,8045.0,100.0
1372,CROSS VALLEY FEDERAL CU,5-0000019228,,,,
1373,XCEED FINANCIAL FEDERAL CREDIT,5-0000020068,Xceed Financial Federal Credit Union,1220.0,546.0,91.32508669784278
1374,CPM FEDERAL CREDIT UNION,5-0000021971,CPM Federal Credit Union,212.0,551.0,100.0
1375,MIDFLORIDA FEDERAL CREDIT UNIO,5-0000023079,MidFlorida Credit Union,773.0,554.0,81.21519053358843
1376,MSU FEDERAL CREDIT UNION,5-0000023279,Sac Federal Credit Union,1006.0,467.0,87.31209969075725
1377,NOTRE DAME FEDERAL CRED UNION,5-0000024034,Notre Dame Federal Credit Union,848.0,558.0,96.23858023160658
1378,TEXAR FEDERAL CREDIT UNION,5-0000024567,Texar Federal Credit Union,1096.0,574.0,100.0
1379,GOLDENWEST  CREDIT UNIO,5-0000024693,Goldenwest Credit Union,522.0,635.0,97.59315029755409
1380,GRANITE FEDERAL CREDIT UNION,5-0000024726,SAFE Federal Credit Union,984.0,509.0,82.02190354074426
1381,WSECU,5-0000060042,,,,
1382,IH MISSISSIPPI VALLEY CU,5-0000060337,,,,
1383,ST. LOUIS COMMUNITY CREDIT UN,5-0000060400,St Louis Community Credit Union,1056.0,593.0,95.07844410457135
1384,ASSOCIATED CREDIT UNION OF TEX,5-0000060608,Associated Credit Union Of TX,104.0,2454.0,98.14777494274814
1385,ARROWHEAD CENTRAL CREDIT UNION,5-0000060700,Arrowhead Credit Union,98.0,603.0,84.56730916168317
1386,SUNWEST EDUCATIONAL CREDIT UNI,5-0000065082,SunWest Educational Credit Union,1074.0,672.0,96.74646108190771
1387,WESTERRA CREDIT UNION,5-0000065788,Westerra Credit Union,1212.0,8169.0,100.0
1388,INDUSTRIAL CREDIT UNION,5-0000066337,Industrial Credit Union,628.0,682.0,100.0
1389,INDIANA MEMBERS MORTGAGE SERV,5-0000068259,,,,
1390,FIRST ENTERTAINMENT CREDIT UNI,5-0000068373,First Entertainment Credit Union,437.0,746.0,96.96403067068815
1391,VALLEY FIRST CREDIT UNION,5-0000068402,Valley First Credit Union,1168.0,753.0,100.0
1392,COLORADO CREDIT UNION,5-0000068443,Colorado Credit Union,282.0,550.0,100.0
1393,RIVER VALLEY CU,5-0000068475,,,,
1394,WATER AND POWER CUMMUNITY C.U.,5-0000068493,,,,
1395,BROKER SOLUTIONS  INC DBA NEW,7-01-0726495,,,,
1396,KINGS MORTGAGE,7-1074700007,Kings Mortgage Services Inc,661.0,8261.0,100.0
1397,ENVOY MORTGAGE LTD,7-1635900004,Envoy Mortgage,378.0,8270.0,100.0
1398,COBALT MORTGAGE,7-1819300005,Cobalt Mortgage Inc,277.0,8274.0,100.0
1399,VINSON MORTGAGE SERVICES,7-22-3932984,Vinson Mortgage Group,1179.0,8280.0,100.0
1400,RPM MORTGAGE INC,7-26-0508430,RPM Mortgage Inc,950.0,8287.0,100.0
1401,NEW AMERICAN MORTGAGE  LLC,7-26-0595342,New American Mortgage,821.0,8288.0,100.0
1402,NEW PENN FINANCIAL  LLC,7-37-1542226,,,,
1403,VANDYK MORTGAGE CORPORATION,7-38-2749215,,,,
1404,UNION NATIONAL MORTGAGE CO.,7-3827009995,,,,
1405,AGSTAR FINANCIAL SERVICES,7-41-1956286,AgStar Financial Services ACA,56.0,4618.0,88.60682522447306
1406,EQUITY NOW INC.,7-7230000003,Equity Now,382.0,8318.0,100.0
1407,PACIFIC UNION FINANCIAL  LLC,7-75-3170028,Pacific Union Financial Llc,895.0,8327.0,100.0
1408,FAIRWAY INDEPENDENT MORT. CORP,7-76-0503625,Fairway Independent Mortgage Corp,409.0,6617.0,91.52243766858223
1409,NOVA FINANCIAL & INVESTMENT,7-86-0415227,,,,
1410,W.J. BRADLEY MORTGAGE CAPITAL,7-93-1190071,WJ Bradley Mortgage Capital Corp,1189.0,8348.0,100.0
1411,CITIZEENS FIRST NATIONAL BANK,1-0000002413,Citizens First National Bank,267.0,22.0,97.00971018092491
1412,RBS CITIZENS  N.A.,1-0000024571,,,,
1413,GUARANTY BANK AND TRUST CO,2-0000666657,Guaranty Bank & Trust Co,537.0,197.0,88.05174889710874
1414,UNION BANK & TRUST COMPANY,2-0000693224,,,,
1415,1ST UNITED BANK,2-0002860440,,,,
1416,SPIRITBANK,3-0000004048,,,,
1417,ALLEGHENY VALLEY BANK,3-0000006058,Allegheny Valley Bancorp Inc,60.0,164.0,100.0
1418,BANK ORION,3-0000011739,Bank Orion,152.0,188.0,100.0
1419,COREFIRST B&TC,3-0000018100,,,,
1420,BANCO SANTANDER PR,3-0000020828,,,,
1421,SHARON BANK,3-0000028793,,,,
1422,ALLY BANK F/K/A/ GMAC BANK,3-0000057803,,,,
1423,WASHINGTON FEDEDRAL S&L,4-0000000880,Washington Federal Inc,1195.0,354.0,88.94800260431688
1424,SOMESET SAVINGS BANK  SLA,4-0000002343,Somerset Savings Bank,1035.0,365.0,81.3210084046346
1425,CARVER FEDERAL SAVINGS BANKE,4-0000005273,Carver Federal Savings Bank,239.0,384.0,88.5214663022717
1426,AURORA BANK FSB,4-0000006069,,,,
1427,COUNTRYWIDE BANK FSB,4-0000018039,,,,
1428,ONEWEST BANK  FSB,4-0000018129,,,,
1429,NUVISION FEDERAL,5-0000000566,,,,
1430,FAMILY FIRST FCU,5-0000005411,,,,
1431,PACIFIC OAKS FCU,5-0000005662,,,,
1432,HARVESTERS F. C. U,5-0000005727,,,,
1433,NASA FEDERAL CREDITUNION,5-0000006328,NASA Federal Credit Union,795.0,7993.0,90.73840608766575
1434,PEOPLES FCU,5-0000016993,,,,
1435,CROSS VALLEY FCU,5-0000019228,,,,
1436,MIDFLORIDA CREDIT UNION,5-0000023079,MidFlorida Credit Union,773.0,554.0,100.0
1437,WINGS FINANCIAL CREDIT UNION,5-0000024351,Wings Financial Credit Union,1217.0,564.0,100.0
1438,WEBSTER FIRST FEDERAL CREDIT U,5-0000024557,Webster First Federal Credit Union,1201.0,571.0,93.5784882025168
1439,DESERET FIRST FEDERAL CU,5-0000024708,,,,
1440,CHARLOTTE METRO FEDERAL CREDIT,5-0000024808,,,,
1441,ST LOUIS COMMUNITY CREDIT UNIO,5-0000060400,St Louis Community Credit Union,1056.0,593.0,98.34635415459651
1442,TULSA FEDERAL CREDIT UNION,5-0000060575,NASA Federal Credit Union,795.0,7993.0,86.82013667781615
1443,REAL ESTATE,5-0000060683,,,,
1444,ARIZONA CENTRAL CREDIT UNION 2,5-0000062881,Arizona Central Credit Union,93.0,647.0,96.44216876780364
1445,STATE EMPLPOYEES CREDIT UNION,5-0000065513,State Employees Credit Union,1061.0,588.0,97.67811576314261
1446,SOUTH DIVISION CREDIT UNION,5-0000065550,SOUTH DIV CREDIT UNION,992.0,673.0,87.73292468149734
1447,WESCOM CENTRAL CREDIT UNION,5-0000066703,Wescom Credit Union,1205.0,698.0,81.53872886012637
1448,STATE CENTRAL CREDIT UNUIN,5-0000067204,STATE CENTRAL CREDIT UNION,997.0,715.0,95.90394564529122
1449,BELCO CCU,5-0000068256,,,,
1450,MAGNIFY CREDIT UNION,5-0000068344,,,,
1451,SOUTHLAND CU,5-0000068415,,,,
1452,NORTH ISLAND  CREDIT UNION,5-0000068452,,,,
1453,MATADORS COMMUNITY CREDIT UNIO,5-0000068483,Matadors Community Credit Union,739.0,530.0,98.3093437215856
1454,WATER AND POWER COMMUNITY CU,5-0000068493,,,,
1455,BROKER SOLUTIONS  INC. DBA: NE,7-01-0726495,,,,
1456,EMBRACE HOME LOANS  INC.,7-05-0402708,Embrace Home Loans,374.0,8258.0,100.0
1457,TOTAL MORTGAGE SERVICES LLC,7-06-1484285,TOTAL MORTGAGE SERVICES,1083.0,9035.0,100.0
1458,GUARANTEED HOME MORTGAGE COMPA,7-13-3688155,Guaranteed Home Mortgage Co Inc,535.0,9040.0,89.54158195874763
1459,PROSPECT MORTGAGE  LLC,7-1392000005,Prospect Mortgage,931.0,8265.0,100.0
1460,MORTGAGE IT INC,7-1463600006,MORTGAGEIT INC,731.0,791.0,86.8261078761344
1461,MAVERICK FUNDING,7-20-8921389,Maverick Funding Corp,740.0,9054.0,100.0
1462,ATLANTIC HOME LOAN  INC.,7-22-3665409,Atlantic Home Loans,108.0,6523.0,96.83448321297504
1463,DIRECTORS FINANCIAL GROUP,7-26-0335190,Directors Financial Group,342.0,9064.0,100.0
1464,BAY EQUITY LLC,7-26-0360466,Bay Equity Llc,162.0,9065.0,100.0
1465,CASHCALL  INC.,7-33-0890858,CashCall Inc,240.0,9071.0,100.0
1466,HOMETOWN EQUITY MORTGAGE,7-43-1937428,HOMETOWN EQUITY MORTGAGE CORP,557.0,9079.0,100.0
1467,ATLANTIC BAY MORTGAGE GROUPLLC,7-54-1822116,Atlantic Bay Mortgage Group Llc,106.0,9085.0,82.07245701346672
1468,CROSSCOUNTRY MORTGAGE INC,7-57-1175755,CrossCountry Mortgage Llc,324.0,9087.0,100.0
1469,SIERRA PACIFIC MORTGAGE CO. IN,7-7056000000,Sierra Pacific Mortgage Co Inc,1027.0,828.0,93.78098405994803
1470,ALLIED HOME MTG CAPITAL CORP.,7-7507300007,Allied Home Mortgage Capital Corp,63.0,874.0,88.71052817919714
1471,FAIRWAY INDEPENDENT MORTGAGE,7-76-0503625,Fairway Independent Mortgage Corp,409.0,6617.0,100.0
1472,FRANKLIN  AMERICAN MORTGAGE CO,7-7784800005,,,,
1473,NORTHWEST MORTGAGE GROUP  CIN,7-7894400003,NORTHWEST MORTGAGE INC,806.0,5677.0,86.06385641063224
1474,SUMMIT FUNDING  INC,7-91-1780488,Summit Funding Inc,1072.0,9130.0,100.0
1475,W.J. BRADLEY MORTGAGE CAP  COR,7-93-1190071,WJ Bradley Mortgage Capital Corp,1189.0,8348.0,86.85938870437153
1476,FNCB,1-0000009868,,,,
1477,THE FIRST NATIONAL BANK OF LON,1-0000013126,FIRST NATIONAL BANK OF AZ,398.0,1004.0,87.06403772874752
1478,ALTERRA BANK,2-0000050957,,,,
1479,UNION FIRST MARKET BANK,2-0000693224,,,,
1480,STERLING BANK (FINAL REPORT),2-0001819366,,,,
1481,PEOPLES NEIGHBORHOOD BANK,3-0000007514,,,,
1482,CHINATRUST BANK U.S.A.,3-0000019416,,,,
1483,BANCO SANTANDER,3-0000020828,,,,
1484,MECHNANICS BANK,3-0000029011,Mechanics Bank,745.0,156.0,92.66662899563309
1485,BOILING SPRING SAVINGS BANK,3-0000030052,Boiling Springs Savings Bank Inc,180.0,313.0,97.5370658221332
1486,WESTERN CAPITAL BANK,3-0000058752,,,,
1487,COASTWAY COMMUNITY BANK,3-0000058937,,,,
1488,HUNTINGTON FEDERAL SAVINGS BAN,4-0000000470,,,,
1489,MIDDLESEX FEDERAL SAVINGS  F.A,4-0000001452,,,,
1490,COLONIAL SAVINGS  F. A.,4-0000006809,Colonial Savings FA,281.0,391.0,95.5776216788283
1491,WSFS BANK,4-0000007938,,,,
1492,ADMIRALS BANK  FORMER DOMESTIC,4-0000013964,,,,
1493,PYRAMAX BANK  FSB,4-0000017954,,,,
1494,DAYTON FIREFIGHTERS FEDERAL CU,5-0000000395,Dayton Firefighters Federal Credit Union,329.0,9503.0,85.50646373449906
1495,EL PASO EMPLOYEES FEDERAL CRED,5-0000001792,,,,
1496,HARVESTERS FEDERAL CREDIT UNIO,5-0000005727,Harvesters Federal Credit Union,572.0,472.0,98.41542332777911
1497,ALASKA USA FCU,5-0000005913,,,,
1498,SUNEAST FEDERAL CREIT UNION,5-0000006160,Sun East Federal Credit Union,1073.0,476.0,90.10322018812003
1499,WHITE CROWN FEDERAL CREDIT UNI,5-0000007418,White Crown Federal Credit Union,1213.0,7133.0,96.77537970978788
1500,TYNDALL FCU,5-0000010754,,,,
1501,AMERICHOICE FEDERAL CU,5-0000020041,AmeriChoice Federal Credit Union,73.0,544.0,80.93632053543048
1502,XCEED FINANCIAL CREDIT UNION,5-0000020068,Xceed Financial Federal Credit Union,1220.0,546.0,87.13106005345867
1503,DENVER COMMUNITY FCU,5-0000024419,,,,
1504,GULF WINDS FEDERAL CREDIT UNIO,5-0000024702,Gulf Winds Federal Credit Union,543.0,582.0,98.33206389696039
1505,DESERET FIRST FEDERAL CREDIT U,5-0000024708,,,,
1506,FLORIDA TELCO CU,5-0000061605,,,,
1507,LAKE TRUST CREDIT UNION,5-0000062047,Lake Trust Credit Union,681.0,630.0,100.0
1508,TRUMARK FIANCIAL CREDIT UNION,5-0000066158,TruMark Financial Credit Union,1115.0,678.0,97.78986691643438
1509,FIRST CENTRAL CREDIT UNION,5-0000067644,First Central Credit Union,431.0,9755.0,100.0
1510,FIRST SOUTH FINANCIAL CREDIT U,5-0000068084,First South Financial Credit Union,463.0,8208.0,93.5219160512152
1511,KAARON WILLIAMS,5-0000068373,,,,
1512,NORTH ISLANLD CREDIT UNION,5-0000068452,NORTH ISLAND FINANCIAL CREDIT UNION,804.0,458.0,81.05758254987069
1513,WR STARKEY MORTGAGE,7-1522600000,WR Starkey Mortgage Co,1192.0,796.0,100.0
1514,GENWORTH FINANCIAL HOME EQUITY,7-20-0142846,,,,
1515,PRIORITY FUNDING LLC,7-20-0193314,PRIORITY FUNDING INC,888.0,9833.0,100.0
1516,CALIBER FUNDING LLC,7-26-2684331,Caliber Funding Llc,217.0,9848.0,100.0
1517,GENERATION MORTGAGE COMPANY,7-27-0016233,Generation Mortgage Co,512.0,9849.0,100.0
1518,STONEGATE MORTGAGE CORPORATION,7-34-1194858,,,,
1519,VAN DYK MORTGAGE CORPORATION,7-38-2749215,,,,
1520,PARAMOUNT EQUITY,7-47-0912342,,,,
1521,SWBC MORTGAGE CORPORATION,7-74-2508160,,,,
1522,WJBRADLEY MORTGAGE CAPITAL COR,7-93-1190071,WJ Bradley Mortgage Capital Corp,1189.0,8348.0,81.59555379604488
1523,FIRST NB TEXAS DBA CONVENIENCE,1-0000005750,,,,
1524,EVANS BK  N A,1-0000011583,,,,
1525,THE FNB OF LONG ISLAND,1-0000013126,,,,
1526,UNITED FIDELITY BANK FSB,1-0000703676,United Fidelity Bank,1147.0,371.0,87.25186983473158
1527,LINCOLN FEDERAL SVGS BK OF NE,1-0000703896,,,,
1528,FIRST FED BK OF THE MIDWEST,1-0000704192,,,,
1529,INTERAMERICAN BANK  FSB,1-0000707506,Interamerican Bank,634.0,392.0,80.82686959100934
1530,ADMIRALS BANK,1-0000713964,,,,
1531,FIRST PLACE BANK,1-0000714752,First Place Bank,456.0,10013.0,100.0
1532,DELAWARE CTY B & TC,3-0000016940,,,,
1533,ANDROSOGGIN SVG BK,3-0000017751,,,,
1534,NORTH SHORE BANK  A CO-OP BANK,3-0000026484,,,,
1535,HOMETOWN BANK A CO-OP BK,3-0000026523,,,,
1536,UNION SAVING BANK,3-0000032329,Union Savings Bank,1143.0,235.0,95.28185247455806
1537,WESTERN ALLIANCE BANK,3-0000057512,Western Alliance Bancorp,1208.0,4100.0,100.0
1538,BLUE HILLS BK,3-0000090160,,,,
1539,INSTITUTION SVG IN NEWBURYPORT,3-0000090250,,,,
1540,TENNESSEE VALLEY FEDERAL CU,5-0000001520,Tennessee Valley Federal Credit Union,1094.0,7962.0,84.72110869716164
1541,WESTERN SUN FED CREDIT UNION,5-0000004202,Western Sun Federal Credit Union,1211.0,461.0,92.41396381910543
1542,1ST ADVANTAGE FEDERAL CREDIT,5-0000007448,1st Advantage Federal Credit Union,6.0,487.0,90.2839626986102
1543,GROW FINANCIAL FCU,5-0000009976,,,,
1544,DIAMOND VALLEY FCU,5-0000014135,,,,
1545,LA CAPITOL FEDERAL CREDIT UNIO,5-0000014568,LA Capitol Federal Credit Union,666.0,4290.0,98.35282896503071
1546,XCEED FINANCIAL FCU,5-0000020068,,,,
1547,NOTRE DAME FCU,5-0000024034,,,,
1548,UNIVERSITY OF KENTUCKY FCU,5-0000024165,,,,
