year,lender_id,lender_name
2009,7-1710100002,PLAZA HOME MORTGAGE  INC.
2009,7-1715809993,STANDARD MORTGAGE CORPORATION
2009,7-1819300005,COBALT MORTGAGE
2009,7-1855800007,ASPIRE FINANCIAL
2009,7-1856900004,HOME LOAN CENTER
2009,7-1891200009,WILMINGTON FINANCE  INC.
2009,7-20-8921389,MAVERICK FUNDING
2009,7-2149009991,UNIVERSAL AMERICAN MTG. CO.LLC
2009,7-22-3665409,ATLANTIC HOME LOAN  INC.
2009,7-22-3932984,VINSON MORTGAGE SERVICES
2009,7-2317700005,PHH HOME LOANS
2009,7-2465409997,GERSHMAN INVESTMENT CORP.
2009,7-2467100004,JAMES B. NUTTER & CO.
2009,7-2483809994,PARAMOUNT BOND AND MORTGAGE
2009,7-25-1629231,KEYSTONE FINANCIAL
2009,7-26-0021318,AMERISAVE MORTGAGE CORPORATION
2009,7-26-0335190,DIRECTORS FINANCIAL GROUP
2009,7-26-0360466,BAY EQUITY LLC
2009,7-26-0508430,RPM MORTGAGE INC
2009,7-26-0595342,NEW AMERICAN MORTGAGE  LLC
2009,7-27-0011311,PREMIUM CAPITAL FUNDING LLC
2009,7-3027509990,PHH MORTGAGE CORPORATION
2009,7-31-1546027,MORTGAGE NOW INC
2009,7-33-0443423,MORTGAGE PARTNERS  INC
2009,7-33-0890858,CASHCALL  INC.
2009,7-3435709992,NOTHNAGLE HOME SECURITIES CORP
2009,7-36-4327855,GUARANTEED RATE INC
2009,7-37-1542226,NEW PENN FINANCIAL  LLC
2009,7-38-2434249,TOWNE MORTGAGE COMPANY
2009,7-38-2749215,VANDYK MORTGAGE CORPORATION
2009,7-3827009995,UNION NATIONAL MORTGAGE CO.
2009,7-41-1956286,AGSTAR FINANCIAL SERVICES
2009,7-43-1937428,HOMETOWN EQUITY MORTGAGE
2009,7-47-0912342,PARAMOUNT EQUITY MORTGAGE  INC
2009,7-4856500006,VANDERBILT MORTGAGE
2009,7-5135809997,CTX MORTGAGE COMPANY  LLC
2009,7-5183509992,ROCKY MOUNTAIN MORTGAGE COMPAN
2009,7-54-1761455,METAMERICA MORTGAGE
2009,7-54-1822116,ATLANTIC BAY MORTGAGE GROUPLLC
2009,7-54-1862878,CAPITAL CENTER LLC
2009,7-57-1175755,CROSSCOUNTRY MORTGAGE INC
2009,7-5785509997,GATEWAY MORTGAGE CORPORATION
2009,7-58-2350121,SCHMIDT MORTGAGE CORPORATION
2009,7-5807009993,WALLICK AND VOLK INC
2009,7-68-0309242,CMG MORTGAGE INC
2009,7-68-0570826,FIRST OPTION MORTGAGE
2009,7-7056000000,SIERRA PACIFIC MORTGAGE CO. IN
2009,7-7062300004,BUDGET FINANCE COMPANY
2009,7-7071400009,NATIONWIDE ADVANTAGE MORTGAGE
2009,7-7087500006,EAGLE HOME MORTGAGE  LLC
2009,7-7107500004,CHERRY CREEK MORTGAGE CO.  INC
2009,7-7184500000,SHORE MORTGAGE
2009,7-7187200007,FIRST MORTGAGE COMPANY  INC
2009,7-7197000003,QUICKEN LOANS
2009,7-7230000003,EQUITY NOW INC.
2009,7-7253300001,SUBURBAN MORTGAGE  INC.
2009,7-7257500009,ACADEMY MORTGAGE CORPORATION
2009,7-7292600000,COASTAL MORTGAGE SERVICES  INC
2009,7-7334700009,LEND AMERICA  INC
2009,7-7364800008,GREENLIGHT FINANCIAL SERVICES
2009,7-7464100001,MORTGAGE CONSULTANTS INC
2009,7-75-2921540,NATIONSTAR MORTGAGE LLC
2009,7-75-3170028,PACIFIC UNION FINANCIAL  LLC
2009,7-7507300007,ALLIED HOME MTG CAPITAL CORP.
2009,7-7515900008,FREEDOM MORTGAGE CORP.
2009,7-7552800000,WALL STREET MORTGAGE BANKERS
2009,7-7569700002,SUMMIT MORTGAGE CORPORATION
2009,7-76-0236067,CORNERSTONE MORTGAGE COMPANY
2009,7-76-0503625,FAIRWAY INDEPENDENT MORTGAGE
2009,7-76-0561995,NETWORK FUNDING LP
2009,7-7621100007,MORTGAGE FINANCIAL INC.
2009,7-7638200000,WESTSTAR MORTGAGE CORPORATION
2009,7-7667200009,PLATINUM HOME MORTGAGE CORP
2009,7-7674000006,VITEK REAL ESTATE INDUSTRIES G
2009,7-7734800004,MORTGAGE AMERICA  INC.
2009,7-7756300009,AMERICAN EQUITY MORTGAGE  INC.
2009,7-7776400006,HOMESTEAD FUNDING CORP.
2009,7-7776600008,FIRST PRIORITY MORTGAGE  INC.
2009,7-7784800005,FRANKLIN  AMERICAN MORTGAGE CO
2009,7-7811300008,REAL ESTATE MORTGAGE NETWORK
2009,7-7820500001,MORTGAGE MASTER  INC.
2009,7-7894400003,NORTHWEST MORTGAGE GROUP  CIN
2009,7-7969700007,COASTAL MORTGAGE CORPORATION
2009,7-7992700007,AMERICAN PACIFIC MORTGAGE CORP
2009,7-86-0415227,NOVA FINANCIAL & INVESTMENT CO
2009,7-91-1780488,SUMMIT FUNDING  INC
2009,7-93-1190071,W.J. BRADLEY MORTGAGE CAP  COR
2009,7-93-1248952,DIRECTORS MORTGAGE INC
2009,7-95-4762204,LENOX FINANCIAL MORTGAGE
2009,7-95-4866828,AMERICAN FINANCIAL NETWORK INC
2010,1-0000000001,WELLS FARGO BANK  NA
2010,1-0000000008,JPMORGAN CHASE BANK  NA
2010,1-0000000024,US BANK  N.A.
2010,1-0000000047,FIRST FINANCIAL BANK NA
2010,1-0000000325,FNB BANK  N.A.
2010,1-0000000336,FIRST TENNESSEE BANK NA
2010,1-0000000644,THE HONESDALE NATIONAL BANK
2010,1-0000001090,ALLIANCE BANK NA
2010,1-0000001253,BALLSTON SPA NATIONAL BANK
2010,1-0000001316,PNC BANK N.A.
2010,1-0000001354,NBT BANK NA
2010,1-0000001461,CITIBANK  N.A.
2010,1-0000001997,NATIONAL BANK & TRUST COMPANY
2010,1-0000002360,LCNB NATIONAL BANK
2010,1-0000002413,CITIZENS FIRST NATIONAL BANK
2010,1-0000002503,HOMETOWN NATIONAL BANK
2010,1-0000002782,INTRUST BANK  N. A.
2010,1-0000003175,CITIZENS BANK  N.A.
2010,1-0000003654,FARMERS NATIONAL BANK
2010,1-0000003656,CADENCE BANK  N.A.
2010,1-0000003817,CANANDAIGUA NATIONAL BANK
2010,1-0000004166,FIRST FINANCIAL BANK N.A.
2010,1-0000004341,ZIONS FIRST NATIONAL BANK
2010,1-0000004860,MIDLAND NATIONAL BANK
2010,1-0000004975,BANK FIRST NATIONAL
2010,1-0000005275,CITY NATIONAL BANK
2010,1-0000005552,PEOPLES BANK  NATIONAL ASSOCIA
2010,1-0000005599,THE MARS NATIONAL BANK
2010,1-0000005750,FIRST NATIONAL BANK TEXAS
2010,1-0000006301,BNY MELLON  N.A.
2010,1-0000006375,THE FARMERS NATIONAL BANK
2010,1-0000006680,SIMMONS FIRST NATIONAL BANK
2010,1-0000007745,THE HUNTINGTON NATIONAL BANK
2010,1-0000008846,OLD NATIONAL BANK
2010,1-0000009868,FNCB
2010,1-0000010523,TRUSTMARK NATIONAL BANK
2010,1-0000011583,EVANS BANK  N.A.
2010,1-0000012425,UNION CENTER NATIONAL BANK
2010,1-0000013044,BANK OF AMERICA  N.A.
2010,1-0000013107,FIRST FINANCIAL BANK NA
2010,1-0000013126,THE FIRST NATIONAL BANK OF LON
2010,1-0000013479,LINCOLN NATIONAL BANK
2010,1-0000013679,BANK OF OKLAHOMA  NA
2010,1-0000013688,CAPITAL ONE NA
2010,1-0000013778,EXTRACO BANKS  N. A.
2010,1-0000014566,FOREST PARK NATIONAL BANK & TR
2010,1-0000014680,FIRST NATIONAL BANK OF SCOTIA
2010,1-0000014695,CITY NATIONAL BANK
2010,1-0000014761,KEYBANK NATIONAL ASSOCIATION
2010,1-0000015748,EASTERN NATIONAL BANK  N.A.
2010,1-0000015790,VALLEY NATIONAL BANK
2010,1-0000015817,THUMB NATIONAL BANK & TRUST CO
2010,1-0000016407,FAR EAST NATIONAL BANK
2010,1-0000017045,FIRST FIDELITY BANK  NA
2010,1-0000017174,VALLEY NATIONAL BANK
2010,1-0000018112,COMMERCE BANK  N.A.
2010,1-0000018763,HOME STATE BANK  N.A.
2010,1-0000021008,UNITY NATIONAL BANK
2010,1-0000022545,PATRIOT NATIONAL BANK
2010,1-0000022928,FARMERS NATIONAL BANK
2010,1-0000023193,LANDMARK COMMUNITY BANK  N.A.
2010,1-0000023202,MALVERN NATIONAL BANK
2010,1-0000023216,BARRINGTON BANK & TRUST CO.NA
2010,1-0000023253,TCF NATIONAL BANK
2010,1-0000023446,US BANK NORTH DAKOTA
2010,1-0000023695,ASSOCIATED BANK  N.A.
2010,1-0000023743,METLIFE BANK  N.A.
2010,1-0000023748,NATIONAL BANK OF KANSAS CITY
2010,1-0000023797,MIDWEST BANK
2010,1-0000023828,MILLENNIUM BANK  N.A.
2010,1-0000023834,CITIZENS BANK NA
2010,1-0000024096,TD BANK N.A.
2010,1-0000024430,SOUTH CENTRAL BANK
2010,1-0000024469,WEBSTER BANK  N.A.
2010,1-0000024522,HSBC BANK USA  NA
2010,1-0000024571,RBS CITIZENS  N.A.
2010,1-0000024891,FULTON BANK  N.A.
2010,1-0000080122,UBS AG  TAMPA BRANCH
2010,1-99-0022173,HILLCREST BANK
2010,2-0000050957,ALTERRA BANK
2010,2-0000058243,JOHNSON BANK
2010,2-0000060143,COMERICA BANK
2010,2-0000101671,ADIRONDACK BANK
2010,2-0000152057,BANK OF COMMERCE
2010,2-0000197478,EAST WEST BANK
2010,2-0000210434,THE NORTHERN TRUST COMPANY
2010,2-0000214722,CHESAPEAKE BANK
2010,2-0000214807,DEUTSCHE BANK TRUST COMPANY AM
2010,2-0000233031,REGIONS BANK
2010,2-0000279338,FIRST SOUTHERN BANK
2010,2-0000288853,FIRSTBANK
2010,2-0000311050,AMERICAN HERITAGE BANK
2010,2-0000311845,ARVEST BANK GROUP
2010,2-0000342410,ORRSTOWN BANK
2010,2-0000412135,COLE TAYLOR BANK
2010,2-0000423458,SOUTHWEST BANK
2010,2-0000497039,COMMERCIAL BANK
2010,2-0000506922,SANDY SPRING BANK
2010,2-0000539032,BANK INDEPENDENT
2010,2-0000590248,TOWN & COUNTRY BANK
2010,2-0000637451,PLAINSCAPITAL BANK
2010,2-0000645317,ADIRONDACK TC
2010,2-0000666657,GUARANTY BANK AND TRUST CO
2010,2-0000675332,SUNTRUST BANKS  INC
2010,2-0000693224,UNION FIRST MARKET BANK
2010,2-0000697633,COMPASS BANK
2010,2-0000722816,SOLVAY BANK
2010,2-0000723112,FIFTH THIRD BANK
2010,2-0000786742,FIRST CITIZENS BANK
2010,2-0000790721,EVB
2010,2-0000853112,HEARTLAND BANK
2010,2-0000858528,THE BANK OF MARION
2010,2-0000866859,BANK OF COMMERCE
2010,2-0000874845,LAKE CITY BANK
2010,2-0000876634,CAPITAL CITY BANK
2010,2-0000928618,AMERISERV FINANCIAL BANK
2010,2-0000947628,PEOPLES COMMUNITY BANK
2010,2-0000983448,M&I MARSHALL & ILSLEY BANK
2010,2-0000991340,1ST SOURCE BANK
2010,2-0001007846,FIRST MIDWEST BANK
2010,2-0001819366,STERLING BANK (FINAL REPORT)
2010,2-0002142155,QUAD CITY BANK AND TRUST
2010,2-0002303086,VALLEY BANK
2010,2-0002333298,FIRST BANK & TRUST
2010,2-0002718345,MONARCH BANK
2010,2-0002787770,BANK OF THE JAMES
2010,2-0002860440,1ST UNITED BANK
2010,2-0002963547,LANDMARK COMMUNITY BANK
2010,2-0003120646,PATRIOT BANK
2010,2-0003357910,HOMETOWN BANK
2010,2-99-0026460,FIRSTBANK
2010,3-0000000093,RIVERSIDE BANK
2010,3-0000000110,BANK OF THE OZARKS
2010,3-0000000622,AMALGAMATED BANK
2010,3-0000000734,KENTUCKY BANK
2010,3-0000000803,WESBANCO BANK  INC.
2010,3-0000000873,SYNOVUS BANK
2010,3-0000001281,WASHINGTON TRUST BANK
2010,3-0000001296,FARMERS BANK
2010,3-0000001390,LAKE AREA BANK
2010,3-0000001617,THE BANK OF MISSOURI
2010,3-0000001720,WESTERN BANK
2010,3-0000001768,MECHANICS BANK
2010,3-0000001874,BROTHERHOOD BANK & TRUST
2010,3-0000002711,TRADITIONAL BANK
2010,3-0000003076,INDEPENDENT BANK
2010,3-0000003514,BANK OF THE WEST
2010,3-0000004048,SPIRITBANK
2010,3-0000005602,UNION STATE BANK
2010,3-0000005903,BANKPLUS
2010,3-0000006058,ALLEGHENY VALLEY BANK
2010,3-0000006078,FIRST MIDWEST BANK
2010,3-0000006191,LAYTON STATE BANK
2010,3-0000007468,FIRST COMMONWEALTH BANK
2010,3-0000007514,PEOPLES NEIGHBORHOOD BANK
2010,3-0000007799,CITIZENS & NORTHERN BANK
2010,3-0000008545,UNITY BANK
2010,3-0000008663,FIRSTBANK
2010,3-0000008714,UNITY BANK
2010,3-0000008997,THE PALMETTO BANK
2010,3-0000009079,THE HARVARD STATE BANK
2010,3-0000009123,WESTERN STATE BANK
2010,3-0000009170,FIRST SOUTH BANK
2010,3-0000009712,ROCKLAND TRUST COMPANY
2010,3-0000009737,MIDWEST BANK
2010,3-0000009846,BRANCH BANKING AND TRUST CO
2010,3-0000009889,MID PENN BANK
2010,3-0000009963,F&M BANK
2010,3-0000010159,FIRST STATE BANK AND TRUST
2010,3-0000010203,WESTERN BANK
2010,3-0000010212,COMMERCE BANK
2010,3-0000010650,HOME STATE BANK
2010,3-0000010734,PIONEER BANK
2010,3-0000011116,CLEARFIELD BANK & TRUST CO.
2010,3-0000011124,S&T BANK
2010,3-0000011448,CENTURY BANK
2010,3-0000011694,AUSTIN BANK OF CHICAGO
2010,3-0000011739,BANKORION
2010,3-0000011813,BANCORPSOUTH BANK
2010,3-0000011886,UNION STATE BANK
2010,3-0000012010,THE PROVIDENT BANK
2010,3-0000012383,CARROLLTON BANK
2010,3-0000012433,CARROLLTON BANK
2010,3-0000012518,COMMERCIAL BANK
2010,3-0000012781,HOMETOWN BANK
2010,3-0000013054,PARK BANK
2010,3-0000014207,LINCOLN SAVINGS BANK
2010,3-0000014327,HORIZON BANK
2010,3-0000014633,COMMUNITY SAVINGS BANK
2010,3-0000014704,GUARANTY BANK AND TRUST COMPAN
2010,3-0000014790,UNION STATE BANK
2010,3-0000014894,FARMERS BANK
2010,3-0000014974,FIRST STATE BANK AND TRUST
2010,3-0000015289,GREAT WESTERN BANK
2010,3-0000015685,CARTER COUNTY BANK
2010,3-0000015970,ULSTER SAVINGS BANK
2010,3-0000016022,NEW YORK COMMUNITY BANK
2010,3-0000016026,RIDGEWOOD SAVINGS BANK
2010,3-0000016160,WAUKESHA STATE BANK
2010,3-0000016470,JEFFERSON BANK
2010,3-0000016539,METAIRIE BANK & TRUST
2010,3-0000016606,STANDARD BANK AND TRUST CO.
2010,3-0000016636,TORRINGTON SAVINGS BANK
2010,3-0000016652,SOUTHWEST BANK
2010,3-0000016659,NORTHEAST BANK
2010,3-0000016666,ITASCA BANK & TRUST CO
2010,3-0000016799,NEWBRIDGE BANK
2010,3-0000016803,CAPITAL CITY BANK
2010,3-0000016820,THE BANK OF GLEN BURNIE
2010,3-0000016835,PROSPERITY BANK
2010,3-0000016858,FIRST AMERICAN BANK & TRUST CO
2010,3-0000016902,HOME STATE BANK
2010,3-0000016940,DELAWARE COUNTY BANK AND TRUST
2010,3-0000017108,COMMUNITY BANK & TRUST
2010,3-0000017266,UMPQUA BANK
2010,3-0000017308,CENTRAL PACIFIC BANK
2010,3-0000017393,GERMAN AMERICAN BANCORP
2010,3-0000017470,FIRST BANK OF HIGHLAND PARK
2010,3-0000017476,MECHANICS SAVINGS BANK
2010,3-0000017484,COMMERCE BANK & TRUST COMPANY
2010,3-0000017658,NORWAY SAVINGS BANK
2010,3-0000017743,SACO & BIDDEFORD SAVINGS INST
2010,3-0000017748,GORHAM SAVINGS BANK
2010,3-0000017749,BATH SAVINGS INSTITUTION
2010,3-0000017751,ANDROSCOGGIN BANK
2010,3-0000017870,CAMBRIDGE SAVINGS BANK
2010,3-0000018012,LACONIA SAVINGS BANK
2010,3-0000018100,COREFIRST BANK & TRUST
2010,3-0000018152,ADVANTAGE BANK
2010,3-0000018190,UNION SAVINGS BANK
2010,3-0000018199,NEWTOWN SAVINGS BANK
2010,3-0000018203,ROCKVILLE BANK
2010,3-0000018213,FAIRFIELD COUNTY BANK
2010,3-0000018258,THOMASTON SAVINGS BANK
2010,3-0000018297,SOUTHSIDE BANK
2010,3-0000018408,BANGOR SAVINGS BANK
2010,3-0000018509,WEST SUBURBAN BANK
2010,3-0000018519,FIRST SERVICE BANK
2010,3-0000018983,RIVER CITY BANK
2010,3-0000019001,FIRST MIDWEST BANK
2010,3-0000019195,CAPITAL BANK
2010,3-0000019222,FREMONT BANK
2010,3-0000019401,CAPITAL BANK
2010,3-0000019416,CHINATRUST BANK U.S.A.
2010,3-0000019440,FIRST FINANCIAL BANK
2010,3-0000019540,PIONEER BANK
2010,3-0000019573,LAKESIDE BANK
2010,3-0000019629,INTERNATIONAL BANK OF COMMERCE
2010,3-0000019919,BANCO BILBAO VIZCAYA ARGENTARI
2010,3-0000019953,LAKELAND BANK
2010,3-0000020220,BRUNSWICK BANK & TRUST
2010,3-0000020250,MARINE BANK
2010,3-0000020369,HEARTLAND BANK & TRUST
2010,3-0000020828,BANCO SANTANDER
2010,3-0000021292,PEOPLESSOUTH BANK
2010,3-0000021726,STERLING BANK
2010,3-0000022139,PROGRESSIVE BANK
2010,3-0000022971,STATE BANK
2010,3-0000023296,SALEM FIVE CENTS SAVINGS BANK
2010,3-0000023620,DEDHAM SAVINGS BANK
2010,3-0000023627,REPUBLIC BANK & TRUST COMPANY
2010,3-0000023901,BELMONT SAVINGS BANK
2010,3-0000023966,ONE UNITED BANK
2010,3-0000024156,OCEAN BANK
2010,3-0000024963,PROSPERITY BANK
2010,3-0000026218,PARK BANK
2010,3-0000026333,GENESEE REGIONAL BANK
2010,3-0000026390,ATLANTIC STEWARDSHIP BANK
2010,3-0000026484,NORTH SHORE BANK
2010,3-0000026511,MELROSE COOPERATIVE BANK
2010,3-0000026523,HOMETOWN BANK
2010,3-0000026620,READING CO-OPERATIVE BANK
2010,3-0000026647,FIRSTRUST
2010,3-0000026703,RIVER CITY BANK
2010,3-0000027226,COUNTRY BANK
2010,3-0000027332,REPUBLIC FIRST BANK
2010,3-0000027397,OMNI BANK
2010,3-0000027409,COMMERCIAL BANK
2010,3-0000027476,BANCFIRST
2010,3-0000027507,COMMUNITY BANK & TRUST
2010,3-0000027711,ALTOONA FIRST SAVINGS BANK
2010,3-0000028114,HOME SAVINGS AND LOAN
2010,3-0000028178,NORTHWEST SAVINGS BANK
2010,3-0000028222,HADDON SAVINGS BANK
2010,3-0000028348,BELMONT SAVINGS BANK
2010,3-0000028362,CENTURY BANK
2010,3-0000028454,ANCHOR SAVINGS BANK
2010,3-0000028489,BANNER BANK
2010,3-0000028793,SHARON SAVINGS BANK
2010,3-0000028836,UNITED SAVINGS BANK
2010,3-0000028841,COMMUNITY SAVINGS BANK
2010,3-0000028892,INVESTORS SAVINGS BANK
2010,3-0000029011,MECHNANICS BANK
2010,3-0000029121,UNION SAVINGS BANK
2010,3-0000029332,FIRST SOUTHERN BANK
2010,3-0000029546,GREAT SOUTHERN BANK
2010,3-0000029657,GREAT MIDWEST BANK  SSB
2010,3-0000029800,LISLE SAVINGS BANK
2010,3-0000029875,NVE BANK
2010,3-0000029941,BOGOTA SAVINGS BANK
2010,3-0000030011,PRUDENTIAL SAVINGS BANK
2010,3-0000030052,BOILING SPRING SAVINGS BANK
2010,3-0000030219,HOME SAVINGS BANK
2010,3-0000030270,CITIZENS SAVINGS BANK
2010,3-0000030464,HUNTINGDON VALLEY BANK
2010,3-0000030470,MANASQUAN SAVINGS BANK
2010,3-0000030704,MAGYAR BANK
2010,3-0000031084,FIRST SOUTH BANK
2010,3-0000031158,FIRST SOUTHERN BANK
2010,3-0000032102,DORAL BANK
2010,3-0000032158,STERLING SAVINGS BANK
2010,3-0000032489,HOMESTREET BANK
2010,3-0000032773,EASTERN BANK
2010,3-0000032968,COMMUNITY BANK & TRUST - AL
2010,3-0000032974,GULF COAST BANK & TRUST CO.
2010,3-0000033009,COUNTY BANK
2010,3-0000033440,CITIZENS FIRST BANK
2010,3-0000033503,UNITY BANK
2010,3-0000033761,VILLAGE BANK
2010,3-0000033963,SOUTH CENTRAL BANK OF DAVIESS
2010,3-0000034090,AMERICAN ENTERPRISE BANK
2010,3-0000034222,FIRST SOUTH BANK
2010,3-0000034311,CITIZENS FIRST BANK
2010,3-0000034321,SOUTHERN COMMUNITY BANK AND TR
2010,3-0000034452,CAPITAL BANK
2010,3-0000034491,VILLAGE BANK
2010,3-0000034618,MACATAWA BANK
2010,3-0000034728,INDEPENDENT BANK
2010,3-0000034803,RESOURCE BANK
2010,3-0000034866,RELIANCE BANK
2010,3-0000035022,CITIZENS FIRST BANK
2010,3-0000035076,HERITAGE COMMUNITY BANK
2010,3-0000035123,RELIANCE BANK
2010,3-0000035365,BANK OF OAK RIDGE
2010,3-0000035395,COUNTRY BANK
2010,3-0000035426,TWO RIVER COMMUNITY BANK
2010,3-0000057072,ADVANTAGE BANK
2010,3-0000057089,COTTAGE SAVINGS BANK
2010,3-0000057131,BEACH COMMUNITY BANK
2010,3-0000057191,NORTHWEST COMMERCIAL BANK
2010,3-0000057212,FIRST CHOICE BANK
2010,3-0000057228,EMBASSY BANK FOR THE LEHIGH VA
2010,3-0000057282,CITIZENS BANK OF PENNSYLVANIA
2010,3-0000057312,TOWN & COUNTRY BANK
2010,3-0000057432,AMERICAN TRUST BANK
2010,3-0000057498,COUNTRY BANK
2010,3-0000057512,ALLIANCE BANK OF ARIZONA
2010,3-0000057557,INTEGRITY BANK
2010,3-0000057789,PATRIOT BANK
2010,3-0000057803,ALLY BANK F/K/A/ GMAC BANK
2010,3-0000057966,FIRST CHOICE BANK
2010,3-0000058134,BANK OF COMMERCE
2010,3-0000058471,FIRST CHOICE BANK
2010,3-0000058752,WESTERN CAPITAL BANK
2010,3-0000058937,COASTWAY COMMUNITY BANK
2010,3-0000090141,THE PROVIDENT BANK
2010,3-0000090160,HYDE PARK SAVINGS BANK
2010,3-0000090169,BRIDGEWATER SAVINGS BANK
2010,3-0000090173,EAST CAMBRIDGE SAVINGS BANK
2010,3-0000090183,MIDDLESEX SAVINGS BANK
2010,3-0000090191,EAGLE BANK
2010,3-0000090250,INSTITUTION FOR SAVINGS
2010,3-0000090270,RANDOLPH SAVINGS BANK
2010,3-0000090282,SPENCER SAVINGS BANK
2010,3-0000090303,SOUTH SHORE SAVINGS BANK
2010,3-99-0026849,CAROLINA FIRST BANK
2010,4-0000000007,PIEDMONT FEDERAL SAVINGS BANK
2010,4-0000000057,HOME FEDERAL BANK
2010,4-0000000244,UNION FEDERAL SAVINGS & LOAN
2010,4-0000000450,PIONEER BANK
2010,4-0000000470,HUNTINGTON FEDERAL SAVINGS BAN
2010,4-0000000597,CHEVIOT SAVINGS BANK
2010,4-0000000670,CAPITOL FEDERAL SAVINGS
2010,4-0000000709,GUARDIAN SAVINGS BANK  FSB
2010,4-0000000880,WASHINGTON FEDERAL S&L
2010,4-0000000887,HOME FEDERAL BANK
2010,4-0000000890,HOME BANK
2010,4-0000001245,HOME FEDERAL BANK
2010,4-0000001452,MIDDLESEX FEDERAL SAVINGS  F.A
2010,4-0000001673,COLONIAL FEDERAL SAVINGS BANK
2010,4-0000002165,HEARTLAND BANK
2010,4-0000002319,KEARNY FEDERAL SAVINGS BANK
2010,4-0000002343,SOMESET SAVINGS BANK  SLA
2010,4-0000002349,ARUNDEL FEDERAL SAVINGS BANK
2010,4-0000002402,BANKFINANCIAL F.S.B
2010,4-0000002454,COLUMBIA BANK
2010,4-0000002966,THIRD FEDERAL BANK
2010,4-0000003676,UNITED FIDELITY BANK
2010,4-0000003758,ROSEDALE FEDERAL SAV & LOAN
2010,4-0000003781,WINDSOR FEDERAL SAVINGS & LOAN
2010,4-0000003866,CHARLEROI FEDERAL SAVINGS BANK
2010,4-0000003896,LINCOLN FEDERAL SAVINGS BANK
2010,4-0000003927,NORTH AMERICAN SAVINGS BANK
2010,4-0000003997,FEDERAL SAVINGS BANK
2010,4-0000004081,FIRST FEDERAL BANK
2010,4-0000004192,FIRST FEDERAL BANK
2010,4-0000004347,RIVERVIEW COMMUNITY BANK
2010,4-0000004410,SOVEREIGN BANK
2010,4-0000004544,THIRD FEDERAL SAVINGS AND LOAN
2010,4-0000004612,ROMA BANK
2010,4-0000004859,HATBORO FEDERAL SAVINGS
2010,4-0000005106,PULASKI BANK
2010,4-0000005190,PROVIDENT BANK
2010,4-0000005273,CARVER FEDERAL SAVINGS BANK
2010,4-0000005489,FREEHOLD SAVINGS BANK
2010,4-0000005506,LAKE SHORE SAVINGS
2010,4-0000005848,E*TRADE BANK
2010,4-0000006164,EL DORADO SAVINGS BANK
2010,4-0000006432,FIRST FEDERAL BANK
2010,4-0000006707,FIRST FEDERAL BANK OF FLORIDA
2010,4-0000006809,COLONIAL SAVINGS  F. A.
2010,4-0000007056,EQUITABLE BANK
2010,4-0000007506,INTERAMERICAN BANK
2010,4-0000007635,TRUSTCO BANK
2010,4-0000007938,WSFS BANK
2010,4-0000007960,LUTHER BURBANK SAVINGS
2010,4-0000007975,USAA FEDERAL SAVINGS BANK
2010,4-0000008028,STERLING BANK & TRUST  FSB
2010,4-0000008043,DOLLAR BANK  FSB
2010,4-0000008109,UNION SAVINGS BANK
2010,4-0000008146,MUTUAL OF OMAHA BANK
2010,4-0000008150,UNION SAVINGS BANK
2010,4-0000008412,FLAGSTAR BANK
2010,4-0000008547,FIRST SAVINGS BANK
2010,4-0000008567,NORTHWEST BANK
2010,4-0000008575,COLOMBO BANK
2010,4-0000012002,RAYMOND JAMES BANK
2010,4-0000012117,FRONTIER BANK
2010,4-0000012504,HOME LOAN INVESTMENT BANK
2010,4-0000013558,HOMETRUST BANK
2010,4-0000013964,ADMIRALS BANK  FORMER DOMESTIC
2010,4-0000014191,MIDFIRST BANK
2010,4-0000014470,CITICORP TRUST BANK  FSB
2010,4-0000014640,STATE FARM BANK
2010,4-0000014939,AIG FEDERAL SAVINGS BANK
2010,4-0000015100,ALLSTATE BANK
2010,4-0000015115,EVERBANK
2010,4-0000015365,DORAL BANK  FSB
2010,4-0000016782,ING BANK  FSB
2010,4-0000017079,BANK MUTUAL
2010,4-0000017777,BROOKLINE BANK
2010,4-0000017910,HARRINGTON BANK  FSB
2010,4-0000017936,GUARANTY BANK  FSB
2010,4-0000017954,PYRAMAX BANK  FSB
2010,4-0000017960,BANK @LANTEC
2010,4-0000018027,PEOPLE'S UNITED BANK
2010,4-0000018077,CHARLES SCHWAB BANK
2010,4-0000018129,ONEWEST BANK  FSB
2010,5-0000000028,CENTRIS FEDERAL CREDIT UNION
2010,5-0000000079,CAMPUS FEDERAL CREDIT UNION
2010,5-0000000080,AMERICAN EAGLE FCU
2010,5-0000000082,FIRST ATLANTIC FCU
2010,5-0000000135,OMAHA FEDERAL CREDIT UNION
2010,5-0000000196,GTE FEDERAL CREDIT UNION
2010,5-0000000227,PENTAGON FEDERAL CREDIT UNION
2010,5-0000000340,JAX FEDERAL CREDIT UNION
2010,5-0000000395,DAYTON FIREFIGHTERS FEDERAL CU
2010,5-0000000511,BFG FEDERAL CREDIT UNION
2010,5-0000000528,UTAH FIRST CREDIT UNION
2010,5-0000000566,NUVISION FEDERAL CREDIT UNION
2010,5-0000000770,COMMUNITY RESOURCE FCU
2010,5-0000000857,AFFINITY FEDERAL CREDIT UNION
2010,5-0000000926,RIVER CITY FCU
2010,5-0000000948,NEW MEXICO EDUCATORS FEDERAL C
2010,5-0000001015,NORTH JERSEY FCU
