year,lender_id,lender_name
2004,7-7885700004,"MEMBERS MORTGAGE COMPANY, INC."
2004,7-7892800004,FIELDSTONE MORTGAGE COMPANY
2004,7-7900200006,NEW CENTURY MTG CORPORATION
2004,7-7927200007,NEW FREEDOM MORTGAGE CORP
2004,7-7952900006,TRANSLAND FINANCIAL SERVICES
2004,7-7969700007,COASTAL MORTGAGE CORPORATION
2004,7-93-1280705,"PACIFIC NORTHWEST MORTGAGE, IN"
2004,7-95-4607423,"HMS CAPITAL, INC."
2004,7-95-4855230,EMPIRE MORTGAGE CORPORATION
2005,1-0000000001,WACHOVIA BANK
2005,1-0000000008,JPMORGAN CHASE BANK
2005,1-0000000024,"US BANK, N.A."
2005,1-0000000047,FIRST FINANCIAL BANK
2005,1-0000000209,FIRST NATIONAL BANK OF OMAHA
2005,1-0000000325,"FNB BANK, N.A."
2005,1-0000000336,FIRST TENNESSEE BANK NA
2005,1-0000000644,THE HONESDALE NATIONAL BANK
2005,1-0000000786,National City Bank
2005,1-0000000869,National City Bank of Indiana
2005,1-0000001090,ALLIANCE BANK NA
2005,1-0000001253,BALLSTON SPA NATIONAL BANK
2005,1-0000001316,"PNC BANK, NA"
2005,1-0000001354,NBT BANK
2005,1-0000001461,"CITIBANK, N.A."
2005,1-0000001467,FIRST NATIONAL BANK AND TRUST
2005,1-0000001493,FIRST SOUTHERN NATIONAL BANK
2005,1-0000001741,"WELLS FARGO BANK, NA"
2005,1-0000001997,NATIONAL BANK & TRUST COMPANY
2005,1-0000002360,LEBANON CITIZENS NATIONAL BANK
2005,1-0000002413,CITIZENS FIRST NATIONAL BANK
2005,1-0000002782,INTRUST BANK N. A.
2005,1-0000003175,"CITIZENS BANK, N.A."
2005,1-0000003654,FARMERS NATIONAL BANK
2005,1-0000003656,"CADENCE BANK, N.A."
2005,1-0000003817,CANANDAIGUA NATIONAL BANK
2005,1-0000004166,FIRST FINANCIAL BANK N.A.
2005,1-0000004284,CENTRAL NATIONAL BANK
2005,1-0000004341,ZIONS FIRST NATIONAL BANK
2005,1-0000004860,MIDLAND NATIONAL BANK
2005,1-0000004975,FIRST NATIONAL BANK-MANITOWOC
2005,1-0000005275,CITY NATIONAL BANK OF TAYLOR
2005,1-0000005552,"PEOPLES BANK, NATIONAL ASSOCIA"
2005,1-0000005599,THE MARS NATIONAL BANK
2005,1-0000005750,FIRST NATIONAL BANK TEXAS
2005,1-0000006301,"MELLON BANK, N.A."
2005,1-0000006375,FARMERS NATIONAL BANK
2005,1-0000006680,SIMMONS FIRST NATIONAL BANK
2005,1-0000007702,PEOPLES NATIONAL BANK
2005,1-0000007745,THE HUNTINGTON NATIONAL BANK
2005,1-0000008846,OLD NATIONAL
2005,1-0000009868,FIRST NATIONAL COMMUNITY BANK
2005,1-0000010523,TRUSTMARK NATIONAL BANK
2005,1-0000011583,EVANS NATIONAL BANK
2005,1-0000012425,UNION CENTER NATIONAL BANK
2005,1-0000013044,"BANK OF AMERICA, N.A."
2005,1-0000013107,FIRST FINANCIAL BANK NA
2005,1-0000013126,THE FIRST NATIONAL BANK OF LI
2005,1-0000013479,LINCOLN NATIONAL BANK
2005,1-0000013679,"BANK OF OKLAHOMA, NA"
2005,1-0000013688,HIBERNIA NATIONAL BANK
2005,1-0000013778,EXTRACO BANKS
2005,1-0000013998,COUNTY NB
2005,1-0000014206,AMARILLO NATIONAL BANK
2005,1-0000014290,LORAIN NATIONAL BANK
2005,1-0000014362,LASALLE BANK NA
2005,1-0000014680,FIRST NATIONAL BANK OF SCOTIA
2005,1-0000014695,CITY NATIONAL BANK
2005,1-0000014761,KEYBANK NATIONAL ASSOCIATION
2005,1-0000015748,EASTERN NATIONAL BANK
2005,1-0000015790,VALLEY NATIONAL BANK
2005,1-0000015817,THUMB NATIONAL BANK & TRUST CO
2005,1-0000016407,FAR EAST NATIONAL BANK
2005,1-0000016626,CENTRAL NATIONAL BANK
2005,1-0000016660,LASALLE BANK MIDWEST NA
2005,1-0000016910,CITY NATIONAL BANK
2005,1-0000017045,"FIRST FIDELITY BANK, NA"
2005,1-0000017094,"COMMERCE BANK, NA"
2005,1-0000017174,VALLEY NATIONAL BANK
2005,1-0000017553,ORLANDO NATIONAL BANK
2005,1-0000018112,"COMMERCE BANK, N.A."
2005,1-0000018763,HOME STATE BANK N.A.
2005,1-0000021008,UNITY NATIONAL BANK
2005,1-0000021963,FIFTH THIRD BANK
2005,1-0000022545,PATRIOT NATIONAL BANK
2005,1-0000022559,WACHOVIA BANK OF DELAWARE
2005,1-0000022928,FARMERS NATIONAL BANK
2005,1-0000022984,BLUE RIDGE BANK
2005,1-0000023087,CENTRAL NATIONAL BANK
2005,1-0000023088,PATRIOT BANK
2005,1-0000023160,"CHASE MANHATTAN BANK USA, NA"
2005,1-0000023185,COUNTY NATIONAL BANK
2005,1-0000023193,"LANDMARK COMMUNITY BANK, N.A."
2005,1-0000023202,MALVERN NATIONAL BANK
2005,1-0000023216,BARRINGTON BANK & TRUST CO.NA
2005,1-0000023253,TCF NATIONAL BANK
2005,1-0000023446,US BANK NORTH DAKOTA
2005,1-0000023516,LIBERTY NATIONAL BANK
2005,1-0000023695,"ASSOCIATED BANK, N.A."
2005,1-0000023748,NATIONAL BANK OF KANSAS CITY
2005,1-0000023828,"MILLENNIUM BANK, N.A."
2005,1-0000023834,CITIZENS BANK NA
2005,1-0000023868,HOMETOWN NATIONAL BANK
2005,1-0000024096,"TD BANKNORTH, N.A."
2005,1-0000024141,"COUNTRYWIDE BANK, N. A."
2005,1-0000024189,FIRST NATIONAL BANK OF ARIZONA
2005,1-0000024340,CHARTER ONE BANK
2005,1-0000024366,CHARLES SCHWAB BANK
2005,1-0000024378,LIBERTY NATIONAL BANK
2005,1-0000024430,"SOUTH CENTRAL BANK, N.A."
2005,1-0000024469,WEBSTER BANK NA
2005,1-0000024522,"HSBC BANK USA, NA"
2005,1-0000024549,BEDFORD FEDERAL SAVINGS BANK
2005,2-0000001146,PULASKI BANK
2005,2-0000050957,1ST FINANCIAL BANK
2005,2-0000058243,JOHNSON BANK
2005,2-0000060143,COMERICA BANK
2005,2-0000130943,IRWIN UNION BANK
2005,2-0000152057,BANK OF COMMERCE
2005,2-0000191663,COUNTY BANK
2005,2-0000210434,THE NORTHERN TRUST COMPANY
2005,2-0000214722,CHESAPEAKE BANK
2005,2-0000214807,DEUTSCHE BANK TRUST COMPANY
2005,2-0000233031,REGIONS BANK
2005,2-0000311050,AMERICAN HERITAGE BANK
2005,2-0000311845,ARVEST BANK GROUP
2005,2-0000342410,ORRSTOWN BANK
2005,2-0000374653,FIRST PREMIER BANK
2005,2-0000412135,COLE TAYLOR BANK
2005,2-0000501105,MANUFACTURERS AND TRADERS TR
2005,2-0000506922,SANDY SPRING BANK
2005,2-0000576710,SKY BANK
2005,2-0000590248,TOWN AND COUNTRY BANK
2005,2-0000637451,PLAINSCAPITAL BANK
2005,2-0000645317,Adirondack Trust Co
2005,2-0000645625,"WESBANCO BANK, INC."
2005,2-0000675332,"SUNTRUST BANKS, INC"
2005,2-0000695349,TRI COUNTY BANK
2005,2-0000722816,SOLVAY BANK
2005,2-0000723112,FIFTH THIRD BANK (OHIO)
2005,2-0000790721,SOUTHSIDE BANK
2005,2-0000853112,HEARTLAND BANK
2005,2-0000858528,THE BANK OF MARION
2005,2-0000866859,CANADIAN STATE BANK
2005,2-0000876634,CAPITAL CITY BANK
2005,2-0000909055,PEOPLES BANK AND TRUST CO.
2005,2-0000910118,TIOGA STATE BANK
2005,2-0000913940,FIFTH THIRD BANK
2005,2-0000928618,AMERISERV FINANCIAL BANK
2005,2-0000940311,BANCO POPULAR DE PUERTO RICO
2005,2-0000947628,PEOPLES COMMUNITY BANK
2005,2-0000983448,M&I MARSHALL & ILSLEY BANK
2005,2-0000991340,1ST SOURCE BANK
2005,2-0001007846,FIRST MIDWEST BANK
2005,2-0001216291,RESOURCE BANK
2005,2-0001819366,STERLING BANK
2005,2-0002142155,QUAD CITY BANK AND TRUST
2005,2-0002303086,VALLEY BANK
2005,2-0002333298,FIRST BANK & TRUST
2005,2-0002514547,SOUTHERN COMMUNITY BANK AND TR
2005,2-0002718345,MONARCH BANK
2005,2-0002736442,BANK OF WILLIAMSBURG
2005,2-0002787770,BANK OF THE JAMES
2005,2-0002963547,LANDMARK COMMUNITY BANK
2005,2-0003120646,PATRIOT BANK
2005,3-0000000110,BANK OF THE OZARKS
2005,3-0000000160,EXCHANGE BANK
2005,3-0000000307,LANDMARK BANK
2005,3-0000000622,AMALGAMATED BANK
2005,3-0000000734,KENTUCKY BANK
2005,3-0000001281,WASHINGTON TRUST BANK
2005,3-0000001296,FARMERS BANK
2005,3-0000001390,LAKE AREA BANK
2005,3-0000001768,THE MECHANICS BANK
2005,3-0000001874,BROTHERHOOD BANK & TRUST
2005,3-0000002711,TRADITIONAL BANK INC
2005,3-0000003076,INDEPENDENT BANK
2005,3-0000003514,BANK OF THE WEST
2005,3-0000005602,UNION STATE BANK
2005,3-0000005685,SOUTHEASTERN BANK
2005,3-0000005702,COMMUNITY BANK & TRUST
2005,3-0000005866,NEW WINDSOR STATE BANK
2005,3-0000005903,BANKPLUS
2005,3-0000006058,ALLEGHENY VALLEY BANK OF PGH
2005,3-0000006078,FIRST MIDWEST BANK
2005,3-0000006137,BANK OF BOTETOURT
2005,3-0000006191,LAYTON STATE BANK
2005,3-0000007468,FIRST COMMONWEALTH BANK
2005,3-0000007551,FULTON BANK
2005,3-0000008327,GREAT WESTERN BANK
2005,3-0000008468,EXCHANGE BANK
2005,3-0000008545,UNITY BANK EAST
2005,3-0000008663,FIRSTBANK
2005,3-0000008714,PEOPLES STATE BANK
2005,3-0000008997,THE PALMETTO BANK
2005,3-0000009079,THE HARVARD STATE BANK
2005,3-0000009309,UNITED SOUTHERN BANK
2005,3-0000009676,EAGLE BANK
2005,3-0000009712,ROCKLAND TRUST COMPANY
2005,3-0000009737,MIDWEST BANK
2005,3-0000009846,BRANCH BANKING AND TRUST CO
2005,3-0000009889,MID PENN BANK
2005,3-0000009963,F&M BANK
2005,3-0000010159,FIRST STATE BANK AND TRUST
2005,3-0000010203,WESTERN BANK
2005,3-0000010212,COMMERCE BANK
2005,3-0000010346,STATE BANK
2005,3-0000010650,HOME STATE BANK
2005,3-0000010672,THE EXCHANGE BANK
2005,3-0000010734,PIONEER BANK
2005,3-0000011124,S&T BANK
2005,3-0000011448,CENTURY BANK
2005,3-0000011694,AUSTIN BANK OF CHICAGO
2005,3-0000011739,BANKORION
2005,3-0000011813,BANCORPSOUTH BANK
2005,3-0000011886,UNION STATE BANK
2005,3-0000012010,THE PROVIDENT BANK
2005,3-0000012181,MONROE BANK & TRUST
2005,3-0000012383,CARROLLTON BANK
2005,3-0000012433,CARROLLTON BANK
2005,3-0000012518,COMMERCIAL BANK
2005,3-0000012781,HOMETOWN BANK
2005,3-0000013054,PARK BANK
2005,3-0000013102,LAKE CITY BANK
2005,3-0000013177,UNITED BANK & TRUST
2005,3-0000014207,LINCOLN SAVINGS BANK
2005,3-0000014327,HORIZON BANK
2005,3-0000014633,COMMUNITY SAVINGS BANK
2005,3-0000014704,GUARANTY BANK AND TRUST COMPAN
2005,3-0000014790,UNION STATE BANK
2005,3-0000014894,FARMERS BANK
2005,3-0000014974,FIRST STATE BANK AND TRUST
2005,3-0000015289,GREAT WESTERN BANK
2005,3-0000015465,UNITED SOUTHERN BANK
2005,3-0000015521,STATE BANK
2005,3-0000015608,UNITED BANK AND TRUST COMPANY
2005,3-0000015640,SHOREBANK
2005,3-0000015685,CARTER COUNTY BANK
2005,3-0000015970,ULSTER SAVINGS BANK
2005,3-0000016022,NEW YORK COMMUNITY BANK
2005,3-0000016026,RIDGEWOOD SAVINGS BANK
2005,3-0000016160,WAUKESHA STATE BANK
2005,3-0000016470,JEFFERSON BANK
2005,3-0000016539,METAIRIE BANK & TRUST
2005,3-0000016606,STANDARD BANK & TRUST COMPANY
2005,3-0000016636,TORRINGTON SAVINGS BANK
2005,3-0000016652,SOUTHWEST BANK
2005,3-0000016659,NORTHEAST BANK
2005,3-0000016666,ITASCA BANK & TRUST CO
2005,3-0000016799,LEXINGTON STATE BANK
2005,3-0000016803,CAPITAL CITY BANK
2005,3-0000016820,THE BANK OF GLEN BURNIE
2005,3-0000016835,PROSPERITY BANK
2005,3-0000016858,FIRST AMERICAN BANK & TRUST CO
2005,3-0000016902,HOME STATE BANK
2005,3-0000016940,DELAWARE COUNTY BANK & TRUST
2005,3-0000016954,CITIZENS BANK OF RHODE ISLAND
2005,3-0000017108,COMMUNITY BANK & TRUST
2005,3-0000017266,UMPQUA BANK
2005,3-0000017308,CENTRAL PACIFIC BANK
2005,3-0000017470,FIRST BANK OF HIGHLAND PARK
2005,3-0000017476,Mechanics Savings Bank
2005,3-0000017484,COMMERCE BANK & TRUST
2005,3-0000017598,SOY CAPITAL BANK & TRUST COMPA
2005,3-0000017658,NORWAY SAVINGS BANK
2005,3-0000017736,TERRE HAUTE SAVINGS BANK
2005,3-0000017743,SACO & BIDDEFORD SAVINGS INST
2005,3-0000017748,GORHAM SAVINGS BANK
2005,3-0000017749,BATH SAVINGS INSTITUTION
2005,3-0000017751,ANDROSCOGGIN SAVINGS BANK
2005,3-0000017870,CAMBRIDGE SAVINGS BANK
2005,3-0000017874,SKAGIT STATE BANK
2005,3-0000018152,ADVANTAGE BANK
2005,3-0000018190,UNION SAVINGS BANK
2005,3-0000018199,NEWTOWN SAVINGS BANK
2005,3-0000018203,Rockville Bank
2005,3-0000018213,FAIRFIELD COUNTY BANK CORP
2005,3-0000018238,CHELSEA GROTON SAVINGS BANK
2005,3-0000018258,THOMASTON SAVINGS BANK
2005,3-0000018297,SOUTHSIDE BANK
2005,3-0000018408,BANGOR SAVINGS BANK
2005,3-0000018509,WEST SUBURBAN BANK
2005,3-0000018519,FIRST SERVICE BANK
2005,3-0000018714,FIRSTBANK OF COLORADO
2005,3-0000018812,SOUTHWEST BANK
2005,3-0000018983,RIVER CITY BANK
2005,3-0000019181,SOUTHWESTERN BANK
2005,3-0000019195,CAPITAL BANK
2005,3-0000019222,FREMONT BANK
2005,3-0000019304,FIRST CITIZENS BANK
2005,3-0000019401,CAPITAL BANK
2005,3-0000019435,KEYSTONE BANK
2005,3-0000019440,FIRST FINANCIAL BANK
2005,3-0000019540,PIONEER BANK
2005,3-0000019573,LAKESIDE BANK
2005,3-0000019629,INTERNATIONAL BANK OF COMMERCE
2005,3-0000019919,BANCO BILBAO VIZCAYA ARGENTARI
2005,3-0000019953,LAKELAND BANK
2005,3-0000019964,FIRST CITIZENS BANK
2005,3-0000020001,REPUBLIC BANK
2005,3-0000020078,HERITAGE COMMUNIYT BANK
2005,3-0000020119,UNION STATE BANK
2005,3-0000020220,BRUNSWICK BANK & TRUST
2005,3-0000020226,OAK BANK
2005,3-0000020250,MARINE BANK SPRINGFIELD
2005,3-0000020698,SOUTHERN HERITAGE BANK
2005,3-0000020828,BANCO SANTANDER PUERTO RICO
2005,3-0000021194,STERLING BANK
2005,3-0000021292,PEOPLESSOUTH BANK
2005,3-0000021726,STERLING BANK
2005,3-0000022139,PROGRESSIVE BANK
2005,3-0000022173,HILLCREST BANK
2005,3-0000022268,COMMERCE BANK
2005,3-0000022584,BB&T OF VA
2005,3-0000022971,STATE BANK
2005,3-0000022977,HORIZON BANK
2005,3-0000023091,ALPINE BANK
2005,3-0000023293,FLORENCE SAVINGS BANK
2005,3-0000023296,SALEM FIVE CENTS SAVINGS BANK
2005,3-0000023620,DEDHAM SAVINGS BANK
2005,3-0000023627,REPUBLIC BANK & TRUST COMPANY
2005,3-0000023772,COMMERCE BANK
2005,3-0000023901,BELMONT SAVINGS BANK
2005,3-0000023966,ONEUNITED BANK
2005,3-0000024030,NORTHWEST BANK
2005,3-0000024156,OCEAN BANK
2005,3-0000024963,PROSPERITY BANK
2005,3-0000025103,CITY BANK
2005,3-0000025653,FREMONT INVESTMENT & LOAN
2005,3-0000026006,CORNERSTONE BANK
2005,3-0000026218,PARK BANK
2005,3-0000026333,GENESEE REGIONAL BANK
2005,3-0000026359,FIRST COMMERCIAL BANK
2005,3-0000026390,ATLANTIC STEWARDSHIP BANK
2005,3-0000026460,FIRSTBANK
2005,3-0000026484,NORTH SHORE BANK
2005,3-0000026511,MELROSE COOPERATIVE BANK
2005,3-0000026523,HOMETOWN BANK
2005,3-0000026601,BEVERLY COOPERATIVE BANK
2005,3-0000026620,READING CO-OPERATIVE BANK
2005,3-0000026647,FIRSTRUST
2005,3-0000026665,FIRST REPUBLIC BANK
2005,3-0000026703,RIVER CITY BANK
2005,3-0000026849,CAROLINA FIRST BANK
2005,3-0000026951,RIVERSIDE BANK
2005,3-0000026962,WILSON BANK & TRUST
2005,3-0000027181,RIVERSIDE BANK
2005,3-0000027332,REPUBLIC FIRST BANK
2005,3-0000027334,PEOPLE'S BANK
2005,3-0000027397,OMNI BANK
2005,3-0000027409,COMMERCIAL BANK
2005,3-0000027476,BANCFIRST
2005,3-0000027507,COMMUNITY BANK & TRUST
2005,3-0000027515,MERCANTILE BANK
2005,3-0000027711,ALTOONA FIRST SAVINGS BANK
2005,3-0000028114,THE HOME SAVINGS AND LOAN COMP
2005,3-0000028178,NORTHWEST SAVINGS BANK
2005,3-0000028222,HADDON SAVINGS BANK
2005,3-0000028348,BELMONT SAVINGS BANK
2005,3-0000028454,ANCHOR SAVINGS BANK
2005,3-0000028489,BANNER BANK
2005,3-0000028701,AMBLER SAVINGS BANK
2005,3-0000028710,NORTHFIELD SAVINGS BANK
2005,3-0000028729,GLEN ROCK SAVINGS BANK
2005,3-0000028793,SHARON SAVINGS BANK
2005,3-0000028836,UNITED SAVINGS BANK
2005,3-0000028841,COMMUNITY SAVINGS BANK
2005,3-0000028892,INVESTORS SAVINGS BANK
2005,3-0000029011,MECHANICS SAVINGS BANK
2005,3-0000029121,UNION SAVINGS BANK
2005,3-0000029332,FIRST SOUTHERN BANK
2005,3-0000029546,GREAT SOUTHERN BANK
2005,3-0000029657,"GREAT MIDWEST BANK, SSB"
2005,3-0000029800,LISLE SAVINGS BANK
2005,3-0000029875,NVE BANK
2005,3-0000029941,BOGOTA SAVINGS BANK
2005,3-0000030005,CITIZENS FIRST SAVINGS BANK
2005,3-0000030011,"PRUDENTIAL SAVINGS BANK, PASA"
2005,3-0000030052,BOILING SPRINGS SAVINGS BANK
2005,3-0000030187,MARINE BANK
2005,3-0000030219,HOME SAVINGS BANK
2005,3-0000030270,CITIZENS SAVINGS BANK
2005,3-0000030464,HUNTINGDON VALLEY BANK
2005,3-0000030470,Manasquan Savings Bank
2005,3-0000030704,MAGYAR BANK
2005,3-0000032102,DORAL BANK
2005,3-0000032158,STERLING SAVINGS BANK
2005,3-0000032707,CENTENNIAL BANK
2005,3-0000032773,EASTERN BANK
2005,3-0000032968,COMMUNITY BANK & TRUST-ALABAMA
2005,3-0000032974,GULF COAST BANK AND TRUST CO
2005,3-0000033009,COUNTY BANK
2005,3-0000033440,CITIZENS FIRST BANK
2005,3-0000033503,UNITY BANK
2005,3-0000033761,VILLAGE BANK
2005,3-0000033844,MOUNTAIN WEST BANK
2005,3-0000033963,SOUTH CENTRAL BANK
2005,3-0000034052,BAY BANK
2005,3-0000034090,AMERICAN ENTERPRISE BANK
2005,3-0000034172,SYNOVUS BANK OF TAMPA BAY
2005,3-0000034311,CITIZENS FIRST BANK
2005,3-0000034452,CAPITAL BANK
2005,3-0000034491,VILLAGE BANK
2005,3-0000034618,MACATAWA BANK
2005,3-0000034728,INDEPENDENT BANK
2005,3-0000034803,RESOURCE BANK
2005,3-0000034842,GUARANTY BANK AND TRUST COMPAN
2005,3-0000034866,RELIANCE BANK
2005,3-0000034946,MILLENNIUM BANK
2005,3-0000035022,CITIZENS FIRST BANK
2005,3-0000035076,HERITAGE COMMUNITY BANK
2005,3-0000035093,SOUTHERN HERITAGE BANK
2005,3-0000035123,RELIANCE BANK
2005,3-0000035333,OAK BANK
2005,3-0000035365,BANK OF OAK RIDGE
2005,3-0000035395,COUNTRY BANK
2005,3-0000035426,TWO RIVER COMMUNITY BANK
2005,3-0000035469,INTEGRITY BANK
2005,3-0000057072,ADVANTAGE BANK
2005,3-0000057212,FIRST CHOICE BANK
2005,3-0000057228,EMBASSY BANK FOR THE LEHIGH VA
2005,3-0000057282,CITIZENS BANK OF PENNSYLVANIA
2005,3-0000057312,TOWN & COUNTRY BANK
2005,3-0000057432,AMERICAN TRUST BANK
2005,3-0000057498,COUNTRY BANK
2005,3-0000057512,ALLIANCE BANK OF ARIZONA
2005,3-0000057525,RIVERVIEW COMMUNITY BANK
2005,3-0000057557,INTEGRITY BANK
2005,3-0000090141,The Provident Bank
2005,3-0000090160,HYDE PARK SAVINGS BANK
2005,3-0000090169,Bridgewater Savings Bank
2005,3-0000090173,EAST CAMBRIDGE SAVINGS BANK
2005,3-0000090181,Clinton Savings Bank
2005,3-0000090183,MIDDLESEX SAVINGS BANK
2005,3-0000090191,EAGLE BANK
2005,3-0000090250,INSTITUTION FOR SAVINGS
2005,3-0000090270,RANDOLPH SAVINGS BANK
2005,3-0000090282,Spencer Savings Bank
2005,3-0000090303,South Shore Savings Bank
2005,4-0000000007,PIEDMONT FEDERAL S&L ASSN.
2005,4-0000000057,HOME FEDERAL S&L ASSOCIATION
2005,4-0000000244,UNION FEDERAL SAVINGS & LOAN
2005,4-0000000450,PIONEER BANK
2005,4-0000000470,HUNTINGTON FEDERAL SAVINGS BK
2005,4-0000000597,CHEVIOT SAVINGS BANK
2005,4-0000000670,CAPITOL FEDERAL SAVINGS BANK
2005,4-0000000709,"GUARDIAN SAVINGS BANK, FSB"
2005,4-0000000880,WASHINGTON FEDERAL SAVINGS
2005,4-0000000887,HOME FEDERAL BANK
2005,4-0000000890,HOME BANK
2005,4-0000001235,"CITIBANK, FSB"
2005,4-0000001245,HOME FEDERAL BANK
2005,4-0000001420,CENTURY BANK
2005,4-0000001441,CENTURY BANK FSB
2005,4-0000001452,Middlesex Federal Savings F.A.
2005,4-0000001532,LIBERTY FEDERAL SAVINGS BANK
2005,4-0000001639,LIBERTY FEDERAL SAVINGS BANK
2005,4-0000001959,LINCOLN BANK
2005,4-0000002004,FIRST FEDERAL SAVINGS & LOAN A
2005,4-0000002098,MIDAMERICA BANK
2005,4-0000002148,CHESAPEAKE BANK OF MARYLAND
2005,4-0000002165,HEARTLAND BANK
2005,4-0000002319,KEARNY FEDERAL SAVINGS BANK
2005,4-0000002343,"SOMERSET SAVINGS BANK, SLA"
2005,4-0000002402,"BANKFINANCIAL, F.S.B."
2005,4-0000002454,COLUMBIA BANK
2005,4-0000002630,M&I BANK FSB
2005,4-0000002966,THIRD FEDERAL BANK
2005,4-0000003309,TIERONE BANK
2005,4-0000003536,FIRST FEDERAL OF LAKEWOOD
2005,4-0000003676,UNITED FIDELITY BANK
2005,4-0000003756,FIRST FEDERAL SAVINGS & LOAN
2005,4-0000003781,WINDSOR FEDERAL SAVINGS
2005,4-0000003866,CHARLEROI FEDERAL SAVINGS BANK
2005,4-0000003896,LINCOLN FEDERAL SAVINGS BANK O
2005,4-0000003927,NORTH AMERICAN SAVINGS BANK
2005,4-0000003970,"INDYMAC BANK, F.S.B."
2005,4-0000003997,FEDERAL SAVINGS BANK
2005,4-0000004072,OHIO SAVINGS BANK
2005,4-0000004081,FIRST FEDERAL BANK
2005,4-0000004192,FIRST FEDERAL BANK OF THE MIDW
2005,4-0000004347,RIVERVIEW COMMUNITY BANK
2005,4-0000004410,SOVEREIGN BANK
2005,4-0000004544,THIRD FEDERAL SAVINGS AND LOAN
2005,4-0000004612,Roma Bank
2005,4-0000004859,HATBORO FEDERAL SAVINGS
2005,4-0000005106,PULASKI BANK
2005,4-0000005190,PROVIDENT BANK
2005,4-0000005273,CARVER FEDERAL SAVINGS BANK
2005,4-0000005506,LAKE SHORE SAVINGS
2005,4-0000005848,E*TRADE BANK
2005,4-0000006051,"PROVIDENT SAVINGS BANK, FSB"
2005,4-0000006069,LEHMAN BROTHERS BANK
2005,4-0000006164,EL DORADO SAVINGS BANK
2005,4-0000006189,DOWNEY SAVINGS AND LOAN
2005,4-0000006432,FIRST FEDERAL BANK
2005,4-0000006468,FIRST FEDERAL BANK FOR SAVINGS
2005,4-0000006809,"COLONIAL SAVINGS, F.A."
2005,4-0000007506,INTERAMERICAN BANK
2005,4-0000007635,TRUSTCO BANK
2005,4-0000007703,SLOVENIAN SAVINGS & LOAN ASSN.
2005,4-0000007785,UNIBANK
2005,4-0000007938,WILMINGTON SAVINGS FUNDS SOCIE
2005,4-0000007960,LUTHER BURBANK SAVINGS
2005,4-0000007975,USAA FEDERAL SAVINGS BANK
2005,4-0000008028,"STERLING BANK & TRUST, FSB"
2005,4-0000008043,"DOLLAR BANK, FSB"
2005,4-0000008045,"BANKUNITED, FSB"
2005,4-0000008097,Peoples Community Bank
2005,4-0000008109,UNION SAVINGS BANK
2005,4-0000008145,"CHEVY CHASE BANK,  F.S.B."
2005,4-0000008146,SECURITY FEDERAL SAVINGS
2005,4-0000008150,UNION SAVINGS BANK
2005,4-0000008186,"PRESIDENTIAL BANK, F.S.B."
2005,4-0000008412,FLAGSTAR BANK
2005,4-0000008475,NETBANK FSB
2005,4-0000008491,GREATER ATLANTIC BANK
2005,4-0000008529,UNION FEDERAL BANK OF INDIANAP
2005,4-0000008547,FIRST SAVINGS BANK
2005,4-0000008551,WASHINGTON MUTUAL BANK
2005,4-0000008567,NORTHWEST FEDERAL SAVINGS BANK
2005,4-0000008575,COLOMBO BANK
2005,4-0000012002,"RAYMOND JAMES BANK, FSB"
2005,4-0000012117,FRONTIER BANK
2005,4-0000012642,WORLD SAVINGS BANK
2005,4-0000013558,HOMETRUST BANK
2005,4-0000013964,DOMESTIC BANK
2005,4-0000014191,MIDFIRST BANK
2005,4-0000014470,"CITICORP TRUST BANK, FSB"
2005,4-0000014640,STATE FARM BANK
2005,4-0000014792,HICKORY POINT BANK & TRUST FSB
2005,4-0000014939,AIG FEDERAL SAVINGS BANK
2005,4-0000015044,GE MONEY BANK
2005,4-0000015100,ALLSTATE FEDERAL SAVINGS BANK
2005,4-0000015115,EVERBANK
2005,4-0000015365,"DORAL BANK, FSB"
2005,4-0000015648,"AMERICAN EXPRESS BANK, FSB"
2005,4-0000016084,MARINE BANK
2005,4-0000016782,"ING BANK, FSB"
2005,4-0000017079,BANK MUTUAL
2005,4-0000017777,Brookline Bank
2005,4-0000017910,"HARRINGTON BANK, FSB"
2005,4-0000017936,"GUARANTY BANK, FSB"
2005,4-0000017941,"CITIBANK (WEST), FSB"
2005,4-0000017954,PYRAMAX BANK
2005,4-0000017960,BANK @LANTEC
2005,5-0000000028,CENTRIS FEDERAL CREDIT UNION
2005,5-0000000079,CAMPUS FEDERAL CREDIT UNION
2005,5-0000000080,AMERICAN EAGLE FEDERAL CREDIT
2005,5-0000000082,FIRST ATLANTIC FCU
2005,5-0000000135,OMAHA FEDERAL CREDIT UNION
2005,5-0000000196,GTE FEDERAL CREDIT UNION
2005,5-0000000227,PENTAGON FEDERAL CREDIT UNION
2005,5-0000000340,JAX FEDERAL CREDIT UNION
2005,5-0000000435,STATE DEPARTMENT FCU
2005,5-0000000511,BFG FEDERAL CREDIT UNION
2005,5-0000000528,UTAH FIRST CREDIT UNION
2005,5-0000000566,nuVision Financial FCU
2005,5-0000000770,COMMUNITY RESOURCE FCU
2005,5-0000000857,AFFINITY FEDERAL CREDIT UNION
2005,5-0000000911,STAR USA FEDERAL CREDIT UNION
2005,5-0000000926,RIVER CITY FCU
2005,5-0000000948,NEW MEXICO EDUCATORS FEDERAL C
2005,5-0000001015,NORTH JERSEY FEDERAL CREDIT UN
