,respondentname,hmda_id,advertiser_name,advertiser_id,match_index,score
394,"FIRSTMERIT BANK, N.A.",10000-0000014579,,,,
395,HARRIS BANK GLENCOE-NORTHBROOK,10000-0000014583,,,,
396,1ST NAT'L BANK SHELBY COUNTY,10000-0000014590,,,,
397,"CITIZENS BANK-ILLINOIS, N.A.",10000-0000014596,,,,
398,WEST GEORGIA NATIONAL BANK,10000-0000014599,,,,
399,NATIONAL BANK OF PETERSBURG,10000-0000014607,,,,
400,PARK NATIONAL BANK AND TRUST,10000-0000014649,,,,
401,NATIONAL BANK OF ALASKA,10000-0000014651,,,,
402,FIRST NATIONAL BK MORTON GROVE,10000-0000014662,,,,
403,FIRST NATIONAL BANK OF SCOTIA,10000-0000014680,1st National Bank Of Scotia,7.0,56.0,100.0
404,ALBANY BANK,10000-0000014688,,,,
405,"OMNIBANK, N.A.",10000-0000014703,,,,
406,FIRST FARMERS & MERCHANTS NATI,10000-0000014710,,,,
407,DOWNERS GROVE NATIONAL BANK,10000-0000014748,,,,
408,FNB OF LINCOLNWOOD,10000-0000014752,,,,
409,THE FISHER NATIONAL BANK,10000-0000014757,,,,
410,KEYBANK NATIONAL ASSOCIATION,10000-0000014761,,,,
411,FIRST NATIONAL BANK OF CRESTVI,10000-0000014766,,,,
412,ELLENVILLE NATIONAL BANK,10000-0000014800,,,,
413,EAGLE NATIONAL BANK OF MIAMI,10000-0000014804,,,,
414,CITY NATIONAL BANK OF WV,10000-0000014807,,,,
415,"PLAINSBANK OF ILLINOIS, N.A.",10000-0000014820,,,,
416,FIRST NAT'L BANK & TR CO TC,10000-0000014838,,,,
417,"FIRST NATIONAL BANK, VALPARAIS",10000-0000014874,,,,
418,FIRST NATIONAL BANK OF ALVIN,10000-0000014905,,,,
419,HAWAII NATIONAL BANK,10000-0000014911,,,,
420,HARRIS BANK AURORA NA,10000-0000014942,,,,
421,SOUTHEAST NATIONAL BANK,10000-0000014945,Southwest Bank,1048.0,152.0,83.56325392259208
422,FRANKLIN NATIONAL BANK,10000-0000014949,,,,
423,WHITNEY NATIONAL BANK,10000-0000014977,,,,
424,FIRST NAT'L BANK OF BROOKFIELD,10000-0000014993,,,,
425,FIRST NATL BANK OF SOUTH MIAMI,10000-0000015000,,,,
426,CAPSTONE BANK N.A.,10000-0000015022,,,,
427,ADVANTA NATIONAL BANK,10000-0000015033,Advantage Bank,52.0,2192.0,83.35100320045599
428,AMERICAN HERITAGE NATL BANK,10000-0000015037,American Heritage Bank,80.0,1018.0,87.01575812241394
429,DUPAGE NATIONAL BANK,10000-0000015038,,,,
430,1ST NATIONAL BANK OF GONZALES,10000-0000015041,,,,
431,"WELLS FARGO BANK WISCONSIN, NA",10000-0000015057,,,,
432,PIKES PEAK NATIONAL BANK,10000-0000015058,,,,
433,LOS ALAMOS NATIONAL BANK,10000-0000015108,,,,
434,FIRST NATIONAL BANK BELLAIRE,10000-0000015144,,,,
435,FIRST NATIONAL BANK OF MT,10000-0000015150,M&T Bank Corp,708.0,103.0,100.0
436,EXCHANGE NATIONAL BANK,10000-0000015152,Exchange Bank,385.0,148.0,100.0
437,AMERICAN STERLING BANK,10000-0000015169,,,,
438,COLORADO SPRINGS NATIONAL BK,10000-0000015170,,,,
439,FIRST NATL. BANK LAKE JACKSON,10000-0000015171,,,,
440,"BANK ONE, COLORADO, NA",10000-0000015184,,,,
441,"SURETY BANK, N. A.",10000-0000015187,,,,
442,KISLAK NATIONAL BANK,10000-0000015190,,,,
443,FIRST NATIONAL BANK WINNEBAGO,10000-0000015225,,,,
444,THE INTERNATIONAL BK OF MIAMI,10000-0000015268,,,,
445,INWOOD NATIONAL BANK,10000-0000015292,,,,
446,MONTGOMERY FIRST NATIONAL BANK,10000-0000015302,,,,
447,FIRST NATL BANK OF THE LAKES,10000-0000015309,,,,
448,HARFORD NATIONAL BANK,10000-0000015314,,,,
449,INTERCONTINENTAL NATIONAL BANK,10000-0000015319,,,,
450,WESTERN SPRINGS NATIONAL BANK,10000-0000015346,,,,
451,HILLTOP NATIONAL BANK,10000-0000015359,Hilltop Holdings Inc,588.0,109.0,100.0
452,SECURITY NATIONAL BANK OF OMAH,10000-0000015379,,,,
453,"FIRST NATIONAL BANK, SALLISAW",10000-0000015429,,,,
454,AMERICAN NATIONAL BANK,10000-0000015435,First American Bank Corp,426.0,215.0,100.0
455,SEAWAY NATIONAL BANK,10000-0000015459,,,,
456,BAYSHORE NATIONAL BANK,10000-0000015468,,,,
457,FIRST NAT'L BANK OF ESTES PARK,10000-0000015472,,,,
458,PINE BLUFF NATIONAL BANK,10000-0000015482,,,,
459,GATEWAY NATIONAL BANK,10000-0000015521,,,,
460,FIRST NAT. BANK OF CENTRAL AL.,10000-0000015535,,,,
461,CONSUMERS NATIONAL BANK,10000-0000015543,,,,
462,"WELLS FARGO BANK MONTANA, NA",10000-0000015564,,,,
463,FIRST NATIONAL BANK OF GRIFFIN,10000-0000015572,,,,
464,STEARNS BANK,10000-0000015576,,,,
465,AIR ACADEMY NATIONAL BANK,10000-0000015592,,,,
466,HOMETOWN BANK N.A.,10000-0000015593,Hometown National Bank,604.0,77.0,100.0
467,FORT HOOD NATIONAL BANK,10000-0000015606,,,,
468,FIDELITY NATIONAL BANK,10000-0000015608,First Fidelity Bank,443.0,64.0,100.0
469,PARISH NATIONAL BANK,10000-0000015642,,,,
470,MARINE NATIONAL BANK,10000-0000015653,Marine Bank,737.0,260.0,100.0
471,ANCHOR BANK NA,10000-0000015659,,,,
472,HIAWATHA NATIONAL BANK,10000-0000015698,,,,
473,"WELLS FARGO BANK ARIZONA, NA",10000-0000015715,,,,
474,SPRAGUE NATIONAL BANK,10000-0000015718,,,,
475,PENNSVILLE NATIONAL BANK,10000-0000015733,,,,
476,TRI CITY NATIONAL BANK,10000-0000015738,,,,
477,EASTERN NATIONAL BANK,10000-0000015748,Eastern National,368.0,59.0,100.0
478,1ST NATIONAL BANK OF MCHENRY,10000-0000015765,,,,
479,VALLEY NATIONAL BANK,10000-0000015790,Valley National Bancorp,1169.0,60.0,100.0
480,FIRST INDEPENDENCE NAT'L BANK,10000-0000015801,,,,
481,METROPOLITAN NATIONAL BANK,10000-0000015836,,,,
482,"HARRIS BANK ELK GROVE, N.A.",10000-0000015916,,,,
483,BROOKHOLLOW NATIONAL BANK,10000-0000015929,,,,
484,EXECUTIVE NATIONAL BANK,10000-0000015974,,,,
485,CITY NATIONAL BANK OF FLORIDA,10000-0000015977,,,,
486,TOWN NORTH NATIONAL BANK,10000-0000015980,,,,
487,NUECES NATIONAL BANK,10000-0000016063,,,,
488,SUCCESS NATIONAL BANK,10000-0000016101,,,,
489,PALM BEACH NAT'L BANK & TRUST,10000-0000016116,,,,
490,"NBC BANK-LAREDO, N.A.",10000-0000016127,,,,
491,CITY NATIONAL BANK OF NJ,10000-0000016142,NATIONAL CITY BANK OF IN,797.0,10.0,82.10923240527447
492,EISENHOWER NATIONAL BANK,10000-0000016144,,,,
493,DELTA NATIONAL BANK,10000-0000016154,,,,
494,"HARRIS BANK WILMETTE, N.A.",10000-0000016176,,,,
495,AMERICAN NATL BANK OF DEKALB C,10000-0000016199,,,,
496,THE NATIONAL BANK OF TEXAS AT,10000-0000016226,,,,
497,LOS ANGELES NATIONAL BANK,10000-0000016240,,,,
498,CONTINENTAL NATIONAL BANK,10000-0000016325,,,,
499,LAKESIDE NATIONAL BANK,10000-0000016357,Lakeside Bancorp,684.0,253.0,100.0
500,"STATE NATIONAL BANK, EL PASO,",10000-0000016369,,,,
501,CANON NATIONAL BANK,10000-0000016392,,,,
502,MELLON UNITED NATIONAL BANK,10000-0000016401,,,,
503,"QUAIL CREEK BANK, N.A.",10000-0000016405,,,,
504,FAR EAST NATIONAL BANK,10000-0000016407,Far East National Bank,415.0,62.0,100.0
505,SUMMIT NATIONAL BANK,10000-0000016422,,,,
506,FIRST NATIONAL BANK USA,10000-0000016473,,,,
507,COMMONWEALTH NATIONAL BANK,10000-0000016553,,,,
508,"UNITED NATIONAL BANK, FAYETTEV",10000-0000016560,,,,
509,COLUMBIA NATIONAL BANK,10000-0000016593,Columbia Bank,283.0,367.0,100.0
510,FIRST NATIONAL BANK OF MARENGO,10000-0000016601,,,,
511,ANAHUAC NATIONAL BANK,10000-0000016625,,,,
512,"BANKCHAMPAIGN, N.A.",10000-0000016643,,,,
513,MICHIGAN NATIONAL BANK,10000-0000016660,,,,
514,SOUTH TEXAS NATIONAL BANK,10000-0000016686,,,,
515,WHEELING NATIONAL BANK,10000-0000016696,,,,
516,WORTH NATIONAL BANK,10000-0000016718,,,,
517,ADAMS NATIONAL BANK,10000-0000016720,,,,
518,COLORADO BUSINESS BANK,10000-0000016723,,,,
519,LUBBOCK NATIONAL BANK,10000-0000016752,,,,
520,HEMISPHERE NATIONAL BANK,10000-0000016776,,,,
521,"COMMERCEBANK, N.A.",10000-0000016804,,,,
522,FIRST NATIONAL BANK OF S.B.,10000-0000016809,,,,
523,OMNI BANK,10000-0000016840,Omni Bank,867.0,290.0,100.0
524,CHARTER NATIONAL BANK & TRUST,10000-0000016880,,,,
525,WOODFOREST NATIONAL BANK,10000-0000016892,,,,
526,PACIFIC WESTERN NATIONAL BANK,10000-0000016912,,,,
527,NATIONAL BANK OF ARKANSAS,10000-0000016941,,,,
528,EVERGREEN NATIONAL BANK,10000-0000017000,,,,
529,FIRST NATIONAL BANK BURLESON,10000-0000017001,,,,
530,"HOUSTON COMMUNITY BANK, N.A.",10000-0000017020,,,,
531,GREAT SOUTHERN NATIONAL BANK,10000-0000017038,Great Southern Bancorp Inc,527.0,306.0,100.0
532,METRO BANK,10000-0000017076,,,,
533,VINEYARD NATIONAL BANK,10000-0000017089,,,,
534,BC NATIONAL BANKS,10000-0000017100,,,,
535,LOST PINES NATIONAL BANK,10000-0000017111,,,,
536,SAN DIEGO NATIONAL BANK,10000-0000017114,,,,
537,PALM DESERT NATIONAL BANK,10000-0000017121,,,,
538,MISSION NATIONAL BANK,10000-0000017176,,,,
539,NEW YORK NATIONAL BANK,10000-0000017197,,,,
540,NORTH STATE NATIONAL BANK,10000-0000017216,,,,
541,MERCANTILE NATIONAL BANK,10000-0000017220,MERCANTILE BANK CORP,715.0,319.0,100.0
542,FIRST NATIONAL BANK OF C.S.,10000-0000017226,,,,
543,CENTRAL VALLEY BANK,10000-0000017257,,,,
544,GLADEWATER NATIONAL BANK,10000-0000017290,,,,
545,FIRST PROFESSIONAL BANK,10000-0000017423,,,,
546,ATASCOSA NATIONAL BANK,10000-0000017434,,,,
547,RIVERSIDE NATIONAL BANK OF FL,10000-0000017437,,,,
548,ROSEMOUNT NATIONAL BANK,10000-0000017462,,,,
549,"SOUTHWEST BANK OF TEXAS, N.A.",10000-0000017479,,,,
550,NORTHERN TRUST BANK OF FL N.A.,10000-0000017487,Northern Trust Corp,838.0,91.0,85.70100839069129
551,CAPITOL NATIONAL BANK,10000-0000017525,Capital Bank,226.0,248.0,82.70202708581817
552,FIRST NATIONAL BANK OF YUMA,10000-0000017555,,,,
553,TAFT NATIONAL BANK,10000-0000017577,,,,
554,FIRST NATIONAL BANK OF ROLAND,10000-0000017596,,,,
555,LONE STAR NATIONAL BANK,10000-0000017611,,,,
556,STATE NATIONAL BANK OF WEST TE,10000-0000017614,,,,
557,WESTERN AMERICAN NATIONAL BANK,10000-0000017620,,,,
558,MELLON BANK (DE),10000-0000017629,,,,
559,WHISPERWOOD NATIONAL BANK,10000-0000017689,,,,
560,FIRST NATIONAL BANK OF BULLARD,10000-0000017710,,,,
561,"BERNVILLE BANK, N.A.",10000-0000017721,,,,
562,NORTHERN TRUST BANK OF CALIFOR,10000-0000017751,,,,
563,ASIAN AMERICAN NATIONAL BANK,10000-0000017772,,,,
564,WOODHAVEN NATIONAL BANK,10000-0000017816,,,,
565,CROCKETT NATIONAL BANK,10000-0000017828,,,,
566,BANK OF LODI,10000-0000017868,,,,
567,INDEPENDENT NATIONAL BANK,10000-0000017911,Bank Independent,138.0,104.0,100.0
568,"TRIAD BANK, N.A.",10000-0000017926,,,,
569,FIRST LOUISIANA NATIONAL BANK,10000-0000017927,,,,
570,NORTHERN TRUST BANK OF ARIZONA,10000-0000017949,,,,
571,CITIZENS NATIONAL BANK OF TX,10000-0000017954,,,,
572,PANOLA NATIONAL BANK,10000-0000017967,,,,
573,WESTERN SIERRA BANK,10000-0000018029,,,,
574,"THE HOWARD BANK, N.A.",10000-0000018049,,,,
575,GRAND VALLEY NATIONAL BANK,10000-0000018058,,,,
576,FIRST NATIONAL BANK OF S.P. I.,10000-0000018063,,,,
577,MCALLEN NATIONAL BANK,10000-0000018068,,,,
578,"INDEPENDENCE BANK, N.A.",10000-0000018076,Bank Independent,138.0,104.0,87.36905497291345
579,ABRAMS CENTRE NATIONAL BANK,10000-0000018120,,,,
580,FIRST NATIONAL BANK OF SACHSE,10000-0000018125,,,,
581,"TEXAS PREMIER BANK, N.A.",10000-0000018148,,,,
582,PACIFIC CENTURY BANK,10000-0000018152,,,,
583,FIRST NATIONAL BANK OF BENTON,10000-0000018162,,,,
584,FNB OF CENTRAL CALIFORNIA,10000-0000018182,,,,
585,SUMMIT COMMUNITY BANK NA,10000-0000018188,,,,
586,FIRST NATIONAL BANK NW FLORIDA,10000-0000018214,,,,
587,INLAND EMPIRE NATIONAL BANK,10000-0000018242,,,,
588,COMMUNITY NATIONAL BANK AT BAR,10000-0000018270,,,,
589,"COMMERCE BANK, PA",10000-0000018273,Bank Of Commerce,143.0,94.0,81.36435670756312
590,WEATHERFORD NATIONAL BANK,10000-0000018280,,,,
591,"INTERCREDIT BANK, N.A.",10000-0000018283,,,,
592,TEXAS COMMUNITY BANK AND TRUST,10000-0000018302,,,,
593,"CAMINOREAL BANK, NA",10000-0000018350,,,,
594,TRANS PACIFIC NATIONAL BANK,10000-0000018358,,,,
595,NORTHWEST NATIONAL BANK OF ARL,10000-0000018380,,,,
596,"TEXAS GUARANTY BANK, N.A.",10000-0000018421,,,,
597,TULSA NATIONAL BANK,10000-0000018427,,,,
598,"EASTBANK, N.A.",10000-0000018431,,,,
599,"ASIA BANK, N.A.",10000-0000018432,,,,
600,GARDNER NATIONAL BANK,10000-0000018435,,,,
601,FOUNDERS NATIONAL BANK,10000-0000018468,,,,
602,SOUTHERN NATIONAL BANK OF TEXA,10000-0000018475,,,,
603,NATIONAL BANK OF ANDOVER,10000-0000018478,,,,
604,INTER NATIONAL BANK,10000-0000018480,,,,
605,MIDSOUTH NATIONAL BANK,10000-0000018484,,,,
606,NATIONAL BANK OF THE REDWOODS,10000-0000018541,,,,
607,SONOMA NATIONAL BANK,10000-0000018542,,,,
608,TRI STAR NATIONAL BANK,10000-0000018545,,,,
609,FIRST EAGLE NATIONAL BANK,10000-0000018553,Eagle Bank,363.0,175.0,100.0
610,RIO NATIONAL BANK,10000-0000018554,,,,
611,INDIAN RIVER NATIONAL BANK,10000-0000018582,,,,
612,CUPERTINO NATIONAL BANK,10000-0000018595,,,,
613,LINCOLN NATIONAL BANK,10000-0000018596,Lincoln Bancorp,699.0,67.0,100.0
614,SUN NATIONAL BANK,10000-0000018606,,,,
615,FIRST BANK OF CONROE,10000-0000018612,,,,
616,KATY BANK N.A.,10000-0000018641,,,,
617,NORTHERN TRUST BANK OF TEXAS,10000-0000018644,Northern Trust Corp,838.0,91.0,80.57468967068834
618,FIRST NATIONAL BANK OF NEVADA,10000-0000018667,,,,
619,JOHNSON BANK ARIZONA,10000-0000018684,,,,
620,REDMOND NATIONAL BANK,10000-0000018746,,,,
621,"HOME STATE BANK, NA",10000-0000018763,Home State Bank,595.0,68.0,100.0
622,"CAPITAL BANK, N.A.",10000-0000018764,Capital Bank,226.0,248.0,100.0
623,"MORGAN BANK, N.A.",10000-0000018771,,,,
624,"U.S. TRUST CO, N.A.",10000-0000018782,,,,
625,"BANK ONE, UTAH, NA",10000-0000018785,,,,
626,CENTURY SOUTH BANK COASTAL REG,10000-0000020150,,,,
627,"TERRABANK, N.A.",10000-0000020157,,,,
628,RIVERBEND BANK N.A.,10000-0000020193,,,,
629,PRESTON NATIONAL BANK,10000-0000020239,,,,
630,"BANK OF DESOTO, N. A.",10000-0000020415,,,,
631,"BANK OF THE RIO GRANDE, N.A.",10000-0000020439,,,,
632,1ST NATIONAL BANK OF CENT FLOR,10000-0000020454,,,,
633,"CITIBANK NEVADA, N.A.",10000-0000020484,,,,
634,CNB NATIONAL BANK,10000-0000020496,,,,
635,"MAINBANK, N.A.",10000-0000020513,,,,
636,MAURICEVILLE NATIONAL BANK,10000-0000020548,,,,
637,FIRST NATIONAL BANK OF MISSOUR,10000-0000020573,,,,
638,OCALA NATIONAL BANK,10000-0000020613,,,,
639,PEACHTREE NATIONAL BANK,10000-0000020668,,,,
640,GOLD COUNTRY NATIONAL BANK,10000-0000020862,,,,
641,ARLINGTON NATIONAL BANK,10000-0000020880,,,,
642,SAFRA NATIONAL BANK OF NY,10000-0000020948,,,,
643,FIRST NATIONAL BANK OF PASCO,10000-0000020976,,,,
644,FIRST NATIONAL BANK OF ONAGA,10000-0000020998,,,,
645,UNITY NATIONAL BANK,10000-0000021008,Unity Bancorp Inc,1155.0,69.0,100.0
646,CATTLEMANS NATIONAL BANK,10000-0000021015,,,,
647,"METROBANK, N.A.",10000-0000021017,,,,
648,NORTHEAST NATIONAL BANK,10000-0000021059,Northeast Bank,837.0,210.0,100.0
649,"PIONEER TRUST BANK, N.A.",10000-0000021060,,,,
650,NORTHLAND NATIONAL BANK,10000-0000021071,,,,
651,PEAK NATIONAL BANK,10000-0000021121,,,,
652,GUARANTY NATIONAL BANK OF TALL,10000-0000021162,,,,
653,ANCHOR BANK WEST ST PAUL N.A.,10000-0000021179,,,,
654,"THE BANK OF FAYETTEVILLE, N.A.",10000-0000021206,,,,
655,TREASURY BANK,10000-0000021213,,,,
656,NATIONAL BANK OF ARIZONA,10000-0000021383,,,,
657,COMMUNITY NB,10000-0000021389,First National Community Bancorp,452.0,41.0,83.80421400286217
658,"WESTERN SECURITY BANK, N.A.",10000-0000021472,,,,
659,"SALEM BANK & TRUST, N.A.",10000-0000021516,,,,
660,SARATOGA NATIONAL BANK,10000-0000021530,,,,
661,EMBRY NATIONAL BANK,10000-0000021537,,,,
662,"UNION BANK OF CALIFORNIA, N.A.",10000-0000021541,,,,
663,MOUNTAIN NATIONAL BANK,10000-0000021549,,,,
664,STANDING STONE NATIONAL BANK,10000-0000021603,,,,
665,FIRST NATIONAL BANK OF FORT MY,10000-0000021643,,,,
666,"INLAND COMMUNITY BANK, NA",10000-0000021660,,,,
667,GOLETA NATIONAL BANK,10000-0000021699,,,,
668,OLD LINE NATIONAL BANK,10000-0000021700,,,,
669,FIRST NATIONAL BANK OF OSCEOLA,10000-0000021730,,,,
670,FIRST NATIONAL BK OF EFFINGHAM,10000-0000021790,,,,
671,FIRST NATIONAL BANK OF NAPLES,10000-0000021830,,,,
672,FIRST NATIONAL BANK OF CHEROKE,10000-0000021836,,,,
673,COMMUNITY NATIONAL BANK OF PAS,10000-0000021842,,,,
674,CITIZENS NATIONAL BANK SPFD,10000-0000021857,,,,
675,"COMMERCE BANK, SHORE",10000-0000021863,,,,
676,"BANK ONE, TEXAS, NA",10000-0000021969,,,,
677,ENTERPRISE NATIONAL BANK,10000-0000021972,,,,
678,"CITRUS BANK, N.A.",10000-0000021980,,,,
679,FIRST INTERSTATE BANK OF AK,10000-0000021990,,,,
680,MT. RAINIER NATIONAL BANK,10000-0000022034,,,,
681,"MOJAVE DESERT BANK, N.A.",10000-0000022040,,,,
682,FIRST NATIONAL BANK OF SO. GA.,10000-0000022042,,,,
683,NORTH COAST BANK,10000-0000022112,,,,
684,"MOUNTAIN WEST BANK, N.A.",10000-0000022141,Mountain West Bank,790.0,326.0,100.0
685,MESA NB,10000-0000022182,,,,
686,WHITAKER BANK,10000-0000022246,,,,
687,FIRST NATL BANK OF POLK COUNTY,10000-0000022311,,,,
688,VALLEY OAKS NATIONAL BANK,10000-0000022324,,,,
689,WILKES NATIONAL BANK,10000-0000022328,,,,
690,"THE BANK OF CHERRY CREEK, N.A.",10000-0000022332,,,,
691,FOUNDERS NATIONAL BANK OF L A,10000-0000022394,,,,
692,FIRST NATIONAL BANK OF NO KY,10000-0000022439,,,,
693,SYCAMORE NATIONAL BANK,10000-0000022469,,,,
694,MT DIABLO BANK,10000-0000022511,,,,
695,CENTURYSOUTH BANK OF CENTRAL G,10000-0000022531,,,,
696,PATRIOT NATIONAL BANK,10000-0000022545,Patriot National Bank,901.0,71.0,100.0
697,AMERICAN NAT'L BANK FOX CITIES,10000-0000022553,,,,
698,FIRST UNION NATIONAL BANK - DE,10000-0000022559,,,,
699,"CITIZENS BANK OF TEXAS, N.A.",10000-0000022583,,,,
700,TD WATERHOUSE BANK NA,10000-0000022611,,,,
701,"WELLS FARGO BANK ILLINOIS, NA",10000-0000022636,,,,
702,FIRST NATIONAL BANK OF KANSAS,10000-0000022644,,,,
703,NATIONAL BANK OF INDIANAPOLIS,10000-0000022652,,,,
704,BAY CITIES NATIONAL BANK,10000-0000022654,,,,
705,CAPE CORAL NATIONAL BANK,10000-0000022723,,,,
706,"COMMERCE BANK/HARRISBURG, NA",10000-0000022765,,,,
707,TWIN LAKES NATIONAL BANK,10000-0000022766,,,,
708,NEIGHBORHOOD NATIONAL BANK,10000-0000022770,,,,
709,GULF COAST NATIONAL BANK,10000-0000022798,,,,
710,KAWEAH NATIONAL BANK,10000-0000022832,,,,
711,"ADIRONDACK BANK,NA",10000-0000022839,,,,
712,TRUSTCO BANK,10000-0000022844,Trustco Bancorp,1119.0,73.0,100.0
713,INDUSTRIAL BANK NA,10000-0000022850,,,,
714,"COUNTRY CLUB BANK, N.A.",10000-0000022864,,,,
715,"KEY BANK USA, N.A.",10000-0000022908,,,,
716,FOUNDERS TRUST NATIONAL BANK,10000-0000022915,,,,
717,PRIARIE NATIONAL BANK,10000-0000022942,,,,
718,THE 1ST NATIONAL BANK OF SO MS,10000-0000022949,,,,
719,SUMTER NATIONAL BANK,10000-0000022952,,,,
720,FIRST NATIONAL BANK OF EDMOND,10000-0000022957,,,,
721,BNC NATIONAL BANK,10000-0000022973,,,,
722,"TOWNBANK, N.A.",10000-0000022975,TowneBank,1110.0,333.0,90.84272629685769
723,"BLUE RIDGE BANK,NA",10000-0000022984,,,,
724,BEACH FIRST NATIONAL BANK,10000-0000022995,,,,
725,CITIZENS NAT'L BANK OF JESS.CO,10000-0000022998,,,,
726,CORUS BANK,10000-0000023005,,,,
727,"NATIONAL CITY BANK, PENNS",10000-0000023019,,,,
728,"FIRST MASSACHUSETTS BANK, N.A.",10000-0000023043,,,,
729,NATIONAL BANK OF YORK COUNTY,10000-0000023063,,,,
730,"NORTHWEST BANK, N.A.",10000-0000023070,Northwest Bank,842.0,274.0,100.0
731,"CROWN BANK, N.A.",10000-0000023071,,,,
732,FIRST NATIONAL BANK OF THE CAR,10000-0000023073,,,,
733,CITIZENS COMMERCE NATIONAL BAN,10000-0000023092,,,,
734,SAPELO NATIONAL BANK,10000-0000023093,,,,
735,TEMECULA VALLEY BANK,10000-0000023109,,,,
736,"BANK OF TANGLEWOOD, N.A.",10000-0000023135,,,,
737,DALLAS NATIONAL BANK,10000-0000023143,,,,
738,MARQUETTE CAPITAL BANK N.A.,10000-0000023153,,,,
739,"CHASE MANHATTAN BANK USA, NA",10000-0000023160,,,,
740,BORREGO SPRINGS BANK,10000-0000023162,,,,
741,MISSION COMMUNITY BANK N.A.,10000-0000023171,,,,
742,PELICAN NATIONAL BANK,10000-0000023178,,,,
743,DOUGLASS NATIONAL BANK,10000-0000023180,,,,
744,PINEBANK,10000-0000023181,,,,
745,"UMB BANK, OMAHA",10000-0000023188,,,,
746,LANDMARK COMMUNITY BANK NA,10000-0000023193,Landmark Community Bank,687.0,78.0,100.0
747,"BREMER BANK, N.A. (MOORHEAD)",10000-0000023204,,,,
748,BARRINGTON BANK & TRUST COMPAN,10000-0000023216,,,,
749,HARBOR BANK NA,10000-0000023218,,,,
750,COAST NATIONAL BANK,10000-0000023222,,,,
751,"BANK OF THE LAKES, N.A.",10000-0000023235,,,,
752,"BANK ONE, ILLINOIS, NA",10000-0000023237,,,,
753,TEXAS CAPITAL BANK,10000-0000023248,,,,
754,TCF NATIONAL BANK,10000-0000023253,,,,
755,TCF NATIONAL BANK COLORADO,10000-0000023269,,,,
756,"BREMER BANK, N.A. (SO ST PAUL)",10000-0000023290,,,,
757,"BREMER BANK, N.A. (GR FORKS)",10000-0000023295,,,,
758,"BREMER BANK, N.A. (MENOMONIE)",10000-0000023300,,,,
759,"ALGONQUIN STATE BANK, NA",10000-0000023302,,,,
760,EDISON NATIONAL BANK,10000-0000023329,,,,
761,GREATBANK A NATIONAL ASSOC,10000-0000023339,,,,
762,ROCKDALE NATIONAL BANK,10000-0000023349,,,,
763,FIRST NATIONAL BANK ELMHURST,10000-0000023404,,,,
764,MOUNT PROSPECT NATIONAL BANK,10000-0000023406,,,,
765,"FORTRESS BANK, N.A.",10000-0000023410,,,,
766,"CITIZENS & PEOPLES BANK, N.A.",10000-0000023416,,,,
767,"COVEST BANC, NA",10000-0000023418,,,,
768,MARYLAND BANK TRUST COMPANY,10000-0000023430,,,,
769,"WELLS FARGO BANK NEVADA, NA",10000-0000023444,,,,
770,SAN ANGELO NATIONAL BANK,10000-0000023445,,,,
771,U.S. BANK NATL ASSOCIATION ND,10000-0000023446,,,,
772,STEARNS BANK HOLDINGFORD N.A.,10000-0000023457,,,,
773,"BANK OF ELGIN, N.A.",10000-0000023516,,,,
774,TARPON COAST NATIONAL BANK,10000-0000023519,,,,
775,"NATBANK, NA",10000-0000023523,Netbank Inc,817.0,842.0,81.43582353891577
776,"LANDMARK BANK, NA",10000-0000023528,Landmark Bank,686.0,18.0,100.0
777,CALIFORNIA NATIONAL BANK,10000-0000023543,,,,
778,UNITED COMMUNITY BANK,10000-0000023545,,,,
779,"COMMERCE BANK, DELAWARE",10000-0000023558,,,,
780,CANYON NATIONAL BANK,10000-0000023561,,,,
781,FLORENCE COUNTY NATIONAL BANK,10000-0000023566,,,,
782,FIRST BANK RICHMOND,10000-0000023570,,,,
783,CRYSTAL LAKE BANK & TRUST,10000-0000023574,,,,
784,SIGNAL BANK NA,10000-0000023582,,,,
785,CHATTAHOOCHEE NATIONAL BANK,10000-0000023597,,,,
786,"CARDINAL BANK, NA",10000-0000023606,,,,
787,CUYAMACA BANK N.A.,10000-0000023610,,,,
788,VIRGINIA NATIONAL BANK,10000-0000023616,,,,
789,"SOUTH BAY BANK, N.A.",10000-0000023633,,,,
790,PRP NATIONAL BANK,10000-0000023641,,,,
791,BANK OF ANDERSON NA,10000-0000023656,,,,
792,WESTPORT NATIONAL BANK,10000-0000023664,,,,
793,REPUBLIC NATIONAL BANK,10000-0000023675,First Republic Bank,459.0,133.0,100.0
794,ASSOCIATED BANK GREEN BAY,10000-0000023695,,,,
795,ASSOCIATED BANK N. A.,10000-0000023700,Associated Bancorp,102.0,80.0,100.0
796,ASSOCIATED BANK LAKESHORE,10000-0000023701,,,,
797,"WASHINGTON STATE BANK, N.A.",10000-0000023709,Washington Trust Bank,1197.0,153.0,80.17048528500096
798,CLEAR LAKE NATIONAL BANK,10000-0000023711,,,,
799,INTERVEST NATIONAL BANK,10000-0000023712,,,,
800,ASSOCIATED BANK ILLINOIS,10000-0000023716,,,,
801,MARINE NATIONAL BANK OF NAPLES,10000-0000023719,,,,
802,"SUN NATIONAL BANK, DELAWARE",10000-0000023728,,,,
803,"BANK OF ALBUQUERQUE, N.A.",10000-0000023742,,,,
804,ALBANY BANK & TRUST,10000-0000023752,,,,
805,BAYVIEW CAPITAL CORPORATION,10000-0000023770,,,,
