,original_name,match_name,score,match_index
13137,charleroi federal savings bank,charleroi federal savings bank,100.0,3797
13138,north american savings bank,north american savings bank,100.0,11596
13139,federal savings bank,federal savings bank,100.0,4797
13140,first federal bank,first federal bank,100.0,6598
13141,riverview community bank,riverview community bank,100.0,4751
13142,hatboro federal savings,hatboro federal savings,100.0,498
13143,pulaski bank,pulaski bank,100.0,3810
13144,carver federal savings bank,carver federal savings bank,100.0,6606
13145,freehold savings bank,freehold savings bank,100.0,7183
13146,lake shore savings inc,lake shore savings,89.37866729829139,7184
13147,el dorado savings bank,el dorado savings bank,100.0,5713
13148,first federal bank of fl,first federal bank,83.62915555985855,10754
13149,colonial savings fa,colonial savings fa,100.0,1624
13150,equitable bank,equitable bank,100.0,7189
13151,interamerican bank,interamerican bank,100.0,2730
13152,trustco bancorp,trustco bank,79.87930345017502,4819
13153,wsfs financial corp,wsfs bank,46.61162515084262,6617
13154,luther burbank savings,luther burbank savings,100.0,6618
13155,sterling bank trust fsb,sterling bank,68.52969557629072,114
13156,dollar bank,dollar bank fsb,83.53924205209658,6621
13157,mutual of omaha insurance co,mutual of omaha bank,75.70736841841033,6623
13158,presidential bank,presidential bank fsb,88.6160242330495,529
13159,flagstar bancorp inc,flagstar bank,71.21881427307808,530
13160,first savings bank,first savings bank,100.0,13270
13161,frontier bank,frontier bank,100.0,13748
13162,home loan investment bank,home loan investment bank,100.0,5734
13163,midfirst bank,midfirst bank,100.0,8999
13164,hickory point bank trust,hickory point bank trust,100.0,12614
13165,bank mutual,bank mutual,100.0,8095
13166,pyramax bank,pyramax bank,100.0,8096
13167,bank lantec fin fed credit union,bank lantec,50.28702055443849,3866
13168,legacy mortgage,legacy mortgage,100.0,1114
13169,cornerstone mortgage co,cornerstone mortgage company,90.35024423259102,4363
13170,western bank corp inc,western bank,70.68579270025995,2435
13171,johnson financial group,johnson bank,57.02061479032431,9004
13172,adirondack bank,adirondack bank,100.0,6285
13173,bank of commerce,bank of commerce,100.0,8125
13174,hometrust banking partnership,hometrust bank,64.03802865933875,542
13175,chesapeake bank,chesapeake bank,100.0,11631
13176,state bank,state bank,100.0,242
13177,firstbank holding co of co,firstbank,43.846191145495574,6360
13178,american heritage bank,american heritage bank,100.0,7219
13179,national bank trust co,national bank trust company,89.8867772210624,5311
13180,orrstown bank,orrstown bank,100.0,12474
13181,first premier bank,first premier bank,100.0,9012
13182,southwest bank,southwest bank,100.0,5501
13183,town country bank,town country bank,100.0,11868
13184,sandy spring bancorp inc,sandy spring bank,78.00324105795504,11637
13185,bank independent,bank independent,100.0,5398
13186,peoples bank,peoples bank,100.0,3380
13187,newbridge bancorp,newbridge bank,81.8271863232995,8221
13188,hilltop holdings inc,hillcrest bank,33.43150383528084,2542
13189,adirondack trust co,adirondack trust co,100.0,1261
13190,guaranty bank trust co,guaranty bank trust co,100.0,2636
13191,johnson mortgage co llc,johnson bank,46.370897613824305,8099
13192,bridgewater savings bank,bridgewater savings bank,100.0,3758
13193,east cambridge savings bank,cambridge savings bank,85.20193557762435,4617
13194,frandsen bank trust,frandsen bank trust,100.0,9060
13195,south shore bank,south shore bank,100.0,14211
13196,south shore savings bank,south shore savings bank,100.0,2673
13197,brookline bancorp inc,brookline bank,73.62579701633568,4852
13198,first citizens bancorp inc,first citizens bank,80.6986900921983,6311
13199,southside bank,southside bank,100.0,7353
13200,heartland bank,heartland bank,100.0,8051
13201,bank of marion,the bank of marion,80.94952664018646,11655
13202,lake city bank,lake city bank,100.0,5413
13203,capital city bank,capital city bank,100.0,3583
13204,peoples bank trust co,peoples bank,69.99223856145525,1475
13205,ameriserv financial inc,ameriserv financial bank,87.43005431310571,1275
13206,peoples community bank,peoples bank,64.08902408696676,2777
13207,united bank trust,united bank trust,100.0,14606
13208,1st source bank,1st source bank,100.0,2383
13209,first midwest bank,midwest bank,72.69186564879712,208
13210,reading cooperative bank,reading cooperative bank,100.0,7245
13211,quad city bank trust co,quad city bank and trust,83.51988898877813,1283
13212,first bank trust,first bank trust,100.0,4516
13213,monarch bank,monarch bank,100.0,167
13214,bank of the james,bank of the james,100.0,11669
13215,patriot bank corp,patriot bank,80.84182539140025,14399
13216,hometown bank,hometown bank,100.0,346
13217,riverside bank,riverside bank,100.0,4673
13218,bank ozk,bank ozk,100.0,13817
13219,exchange bank,exchange bank,100.0,9971
13220,merchants planters bank,merchants planters bank,100.0,14584
13221,amalgamated bank,amalgamated bank,100.0,8149
13222,kentucky bank,kentucky bank,100.0,8150
13223,wesbanco inc,wesbanco bank inc,82.03396200636934,6338
13224,washington trust bank,washington trust bank,100.0,13705
13225,farmers bank,farmers bank,100.0,9059
13226,bank of mo,the bank of marion,63.59978575577189,6314
13227,plains commerce bank,plains commerce bank,100.0,13645
13228,mechanics bank,mechanics bank,100.0,11825
13229,brotherhood bank trust,brotherhood bank trust,100.0,1301
13230,traditional bank,traditional bank,100.0,5442
13231,independent bank,independent bank,100.0,3726
13232,spirit bank,spiritbank,79.69870099538508,5445
13233,union state bank,state bank,66.37038828314047,10936
13234,southeastern bank financial corp,southeastern bank,68.30592356179763,2411
13235,bankplus,bankplus,100.0,190
13236,bank of botetourt,bank of botetourt,100.0,9966
13237,layton state bank,layton state bank,100.0,2418
13238,first commonwealth financial corp,first commonwealth bank,71.225568232842,9968
13239,peoples security bank trust,peoples security bank trust,100.0,9076
13240,citizens northern corp,citizens northern bank,82.34741147982128,5453
13241,united bankshares inc,united bank,66.89677819245694,10912
13242,harvard state bank,the harvard state bank,85.37395655129885,5458
13243,firstsouth bancorp inc,bancorpsouth bank,55.448126955176726,13153
13244,united southern bank,united southern bank,100.0,13887
13245,rockland trust co,rockland trust company,85.57819589680166,5461
13246,mid penn bancorp inc,mid penn bank,72.22289279320509,4557
13247,fm bancorp,fm bank,65.1957035893906,13868
13248,first state bank trust,first state bank trust,100.0,14480
13249,commerce bank,commerce bank,100.0,2436
13250,commerce bancshares inc,commerce bank,68.03502635099963,2543
13251,clearfield bank trust co,clearfield bank trust co,100.0,2441
13252,st bancorp inc,cf bancorp,64.3247819935903,5604
13253,century bank,century bank,100.0,1338
13254,abc bank,abc bank,100.0,10866
13255,bank orion,bank orion,100.0,5475
13256,provident bank,provident bank,100.0,11717
13257,carrollton bancorp,carrollton bank,84.82452394961174,5480
13258,park bank,park bank,100.0,3654
13259,horizon bank,horizon bank,100.0,11724
13260,community savings bank,community savings bank,100.0,3560
13261,great western bancorp inc,great western bank,79.11309250889835,13921
13262,first southern bank,first southern bank,100.0,13962
13263,ulster savings bank,ulster savings bank,100.0,3571
13264,ridgewood savings bank,ridgewood savings bank,100.0,14613
13265,waukesha state bank,waukesha state bank,100.0,12569
13266,jefferson bank,jefferson bank,100.0,14497
13267,metairie bank trust co,metairie bank trust,91.91118854769692,7320
13268,standard bank trust co,standard bank and trust co,91.75585373469231,8217
13269,northeast bank,northeast bank,100.0,13339
13270,itasca bank trust co,itasca bank trust co,100.0,11741
13271,bank of glen burnie,the bank of glen burnie,85.30865527479712,2483
13272,first american bank corp,first american bank btc,88.74065994271943,9127
13273,delaware county bank trust cs,delaware county bank trust,94.3248130559659,263
13274,community bank trust,community bank trust,100.0,13216
13275,central pacific bank,central pacific bank,100.0,267
13276,german american bancorp,german american bancorp,100.0,10898
13277,first bank of highland park,first bank of highland park,100.0,3592
13278,scb bancorp inc,cf bancorp,67.49455843184649,4700
13279,norway savings bank,norway savings bank,100.0,10028
13280,saco biddeford savings institution,saco biddeford savings institution,100.0,13439
13281,gorham savings bank,gorham savings bank,100.0,3599
13282,bath savings institution,bath savings institution,100.0,8237
13283,androscoggin bank,androscoggin bank,100.0,5522
13284,cambridge savings bank,cambridge savings bank,100.0,2502
13285,bank of nh,bank of hope,76.80326353884244,11801
13286,corefirst bank trust,corefirst bank trust,100.0,10908
13287,advantage bank,advantage bank,100.0,13235
13288,union savings bank,union savings bank,100.0,1400
13289,newtown savings bank,newtown savings bank,100.0,11760
13290,rockville bank,rockville bank,100.0,7350
13291,fairfield county bank,fairfield county bank,100.0,12592
13292,chelsea groton bank,chelsea groton bank,100.0,11762
13293,thomaston savings bank,thomaston savings bank,100.0,12594
13294,bangor savings bank,bangor savings bank,100.0,7354
13295,west suburban bank,west suburban bank,100.0,8251
13296,first service bank,first service bank,100.0,291
13297,river city bank,river city bank,100.0,1412
13298,capital bank,capital bank,100.0,2631
13299,fremont bank,fremont bank,100.0,297
13300,ctbc bank co ltd,ctbc bank,69.7052366422007,9159
13301,intl bank of commerce,bank of commerce,81.04003103413056,9006
13302,lakeland bancorp inc,lakeland bank,71.74161792927775,306
13303,brunswick bank trust,brunswick bank trust,100.0,2533
13304,oak bank,oak bank,100.0,9165
13305,marine bank,marine bank,100.0,7369
13306,heartland bank trust co,heartland bank,73.38511738880764,4783
13307,progressive bank,progressive bank,100.0,12613
13308,alpine bank,alpine bank,100.0,3641
13309,florence savings bank,florence savings bank,100.0,10938
13310,salem five cents savings bank,salem five cents savings bank,100.0,5559
13311,dedham institution for savings,dedham institution for savings,100.0,13742
13312,republic bank trust co,republic bank,70.6996743665878,10959
13313,belmont savings bank,belmont savings bank,100.0,5563
13314,oneunited bank,oneunited bank,100.0,4658
13315,northwest bank,northwest bank,100.0,11844
13316,ocean bank,ocean bank,100.0,2556
13317,city bank,city bank,100.0,12624
13318,genesee regional bank,genesee regional bank,100.0,9182
13319,atlantic stewardship bank,atlantic stewardship bank,100.0,13373
13320,north shore bank,north shore bank,100.0,2565
13321,melrose cooperative bank,melrose cooperative bank,100.0,3660
13322,beverly cooperative bank,beverly cooperative bank,100.0,2568
13323,bbcn bancorp inc,bbcn bank,64.47394503294348,10954
13324,firstrust bank,firstrust,75.48454066683107,10955
13325,wilson bank trust,wilson bank trust,100.0,1472
13326,country bank,country bank,100.0,10151
13327,first republic bank,republic bank,73.64870252765047,13626
13328,omni bank,omni bank,100.0,3670
13329,bancfirst corp,bancfirst,75.26818672068207,12634
13330,altoona first savings bank,altoona first savings bank,100.0,7394
13331,cheviot savings bank,cheviot savings bank,100.0,6574
13332,home savings loan co,home savings loan company,88.48978846747747,3675
13333,northwest bancshares inc,northwest bank,68.40041815695895,9233
13334,haddon savings bank,haddon savings bank,100.0,2585
13335,anchorbank,anchor bank,92.68971270655022,10968
13336,banner bank,banner bank,100.0,7403
13337,ambler savings bank,ambler savings bank,100.0,2590
13338,somerset savings bank,somerset savings bank sla,91.46763731775138,10972
13339,sharon savings bank,sharon savings bank,100.0,4688
13340,united savings bank,united savings bank,100.0,4689
13341,great southern bancorp inc,great southern bank,79.39267901221262,381
13342,great midwest bank,midwest bank,71.8466450488857,3531
13343,lisle savings bank,lisle savings bank,100.0,2602
13344,nve bancorp,nve bank,67.60675102026332,384
13345,bogota savings bank,bogota savings bank,100.0,11833
13346,prudential financial inc,prudential savings bank,61.173421503503846,8321
13347,boiling springs savings bank inc,boiling springs savings bank,93.90764151150319,4702
13348,citizens savings bank,citizens savings bank,100.0,9224
13349,huntingdon valley bank,huntingdon valley bank,100.0,13573
13350,manasquan savings bank,manasquan savings bank,100.0,3704
13351,homestreet inc,homestreet bank,77.2642286020367,9232
13352,eastern bank,eastern bank,100.0,9234
13353,gulf coast bank trust co,gulf coast bank trust co,100.0,6517
13354,county bank,county bank,100.0,10998
13355,citizens financial group inc,bristol financial group inc,75.83004573124255,3175
13356,citizens first bank,citizens first bank,100.0,1536
13357,village bank,village bank,100.0,8341
13358,bay bank,bay bank,100.0,13988
13359,american enterprise bank,american enterprise bank,100.0,5625
13360,macatawa bank corp,macatawa bank,83.99906356789731,12681
13361,resource bank,resource bank,100.0,3486
13362,reliance bank,reliance bank,100.0,7446
13363,national bank of ks city,national bank of kansas city,91.07947094730898,94
13364,heritage community bank,heritage community bank,100.0,309
13365,bank of oak ridge,bank of oak ridge,100.0,11864
13366,two river community bank,two river community bank,100.0,13878
13367,embassy bank for the lehigh valley,embassy bank for the lehigh va,93.04351466375117,1547
13368,western alliance bancorp,western alliance bank,88.8483537356106,8362
13369,sterling bank,sterling bank,100.0,3636
13370,sterling bancorp,sterling bank,79.9563266378847,7461
13371,first choice bank,first choice bank,100.0,11872
13372,millennium bank,millennium bank,100.0,11023
13373,level one bank,level one bank,100.0,12694
13374,harborone bank,harborone bank,100.0,9271
13375,hyde park savings bank,hyde park savings bank,100.0,2664
13376,clinton savings bank,clinton savings bank,100.0,9274
13377,middlesex savings bank,middlesex savings bank,100.0,12699
13378,eagle bank,eagle bank,100.0,1324
13379,lowell five cent savings bank,lowell five cent savings bank,100.0,13997
13380,institution for savings,institution for savings,100.0,13346
13381,randolph savings bank,randolph savings bank,100.0,1563
13382,spencer savings bank,spencer savings bank,100.0,3765
13383,harrington bank,harrington bank fsb,87.40708759135552,557
13384,centris federal credit union,centris federal credit union,100.0,562
13385,campus federal credit union,campus federal credit union,100.0,7480
13386,american eagle federal credit union,american eagle fcu,68.69813946079177,3873
13387,first atlantic federal credit union,first atlantic federal credit,90.6307744332631,14337
13388,omaha federal credit union,omaha federal credit union,100.0,9286
13389,gte financial,gte financial,100.0,11042
13390,jax federal credit union,jax federal credit union,100.0,3878
13391,dayton firefighters federal credit union,dayton firefighters federal cr,86.22698961849392,10180
13392,bfg federal credit union,bfg federal credit union,100.0,1682
13393,utah first federal credit union,utah first credit union,83.0075073481487,2787
13394,nuvision federal credit union,nuvision federal credit union,100.0,8393
13395,community resource federal credit union,community resource fcu,69.11022118686027,11897
13396,affinity federal credit union,affinity credit union,81.22612570840059,2991
13397,star usa federal credit union,star usa federal credit union,100.0,576
13398,river city federal credit union,river city bank,54.17135750521182,1469
13399,new mexico educators federal credit union,new mexico educators federal c,85.56455683417573,2793
13400,north jersey federal credit union,north jersey federal cu,81.2326423368363,4875
13401,south carolina federal credit union,south carolina federal credit union,100.0,13826
13402,coastline federal credit union,coastline federal credit union,100.0,4876
13403,bmi federal credit union,bmi federal credit union,100.0,10192
13404,langley federal credit union,langley federal credit union,100.0,582
13405,pen air federal credit union,pen air federal credit union,100.0,6670
13406,university federal credit union,university credit union,82.91709228502229,3086
13407,midwest america federal credit union,midwest america federal credit,90.96043739647524,5776
13408,tennessee valley federal credit union,tennessee valley federal credi,90.45788362098381,4881
13409,hawaii state federal credit union,hawaii state fcu,62.68967020106368,7501
13410,arizona federal credit union,arizona federal credit union,100.0,587
13411,hawaii schools federal credit union,hawaii schools fcu,63.48979265984953,5780
13412,evolve federal credit union,evolve federal credit union,100.0,11065
13413,hawaiiusa federal credit union,hawaiiusa federal credit union,100.0,9311
13414,sunmark federal credit union,sunmark federal credit union,100.0,4887
13415,logix federal credit union,logix federal credit union,100.0,11914
13416,citadel federal credit union,citadel federal credit union,100.0,6682
13417,tucson federal credit union,tucson federal credit union,100.0,12734
13418,empower federal credit union,empower federal credit union,100.0,11917
13419,kern schools federal credit union,kern schools fed credit union,92.5338906939997,10208
13420,member one federal credit union,member one fcu,60.93954249688897,3907
13421,kinecta federal credit union,kinecta federal credit union,100.0,14361
13422,western sun federal credit union,western sun federal credit uni,96.86445652683497,5792
13423,summit federal credit union,summit credit union,78.59895814565321,12134
13424,kellogg community federal credit union,kellogg community credit union,86.81444929930292,13229
13425,united southeast federal credit union,united southeast federal c u,86.06218964205432,1715
13426,bethpage federal credit union,bethpage federal credit union,100.0,7520
13427,sac federal credit union,sac federal credit union,100.0,6694
13428,glass city federal credit union,glass city federal credit unio,98.33089970277751,7522
13429,northwest federal credit union,northwest bank,50.462971229830686,8372
13430,harvesters federal credit union,harvesters federal credit union,100.0,12744
13431,andrews federal credit union,andrews federal credit union,100.0,12745
13432,ornl federal credit union,ornl federal credit union,100.0,11928
13433,alaska usa federal credit union,alaska usa federal credit unio,98.42550723814044,4910
13434,sun east federal credit union,sun east federal credit union,100.0,1727
13435,nasa federal credit union,nasa federal credit union,100.0,9334
13436,merck sharp dohme federal credit union,merck sharp dohme fcu,68.7328315112799,7531
13437,members 1st federal credit union,members 1st fcu,59.44143045736481,12751
13438,y12 federal credit union,y12 federal credit union,100.0,14145
13439,people first federal credit union,people first fcu,62.24774521978694,624
13440,columbus metro federal credit union,columbus metro federal credit,90.3090959716945,4918
13441,1st advantage federal credit union,1st advantage federal credit u,93.4678124154969,6713
13442,redstone federal credit union,redstone federal credit union,100.0,7539
13443,dort federal credit union,dort federal credit union,100.0,6716
13444,cbc federal credit union,cbc federal credit union,100.0,8445
13445,truliant federal credit union,truliant federal credit union,100.0,10236
13446,white sands federal credit union,white sands federal cu,80.18135285024108,5823
13447,teachers federal credit union,teachers credit union,82.52362380116774,2926
13448,genco federal credit union,genco federal credit union,100.0,9348
13449,finance center federal credit union,finance center federal c u,83.90269816481371,1746
13450,capital communications federal credit union,capital communications fcu,74.6697293218524,1747
13451,direct federal credit union,direct federal credit union,100.0,6724
13452,hanscom federal credit union,hanscom federal credit union,100.0,11105
13453,neighbors federal credit union,neighbors federal credit union,100.0,1749
13454,ln federal credit union,ln federal credit union,100.0,11107
13455,eglin federal credit union,eglin federal credit union,100.0,10246
13456,mccoy federal credit union,mccoy federal credit union,100.0,13974
13457,grow financial federal credit union,grow financial federal credit,90.62444600409387,4936
13458,safe federal credit union,safe credit union,78.47373317086107,13760
13459,university of hi federal credit union,university credit union,74.1668022933219,14040
13460,utah community credit union,utah community credit union,100.0,10251
13461,tyndall federal credit union,tyndall federal credit union,100.0,5835
13462,arkansas federal credit union,arkansas federal credit union,100.0,5836
13463,security service federal credit union,security service fcu,68.70942373535108,4941
13464,shreveport federal credit union,shreveport federal credit unio,98.38235065975297,11959
13465,sandia area federal credit union,sandia area federal credit uni,96.98308150464247,4943
13466,ent federal credit union,ent federal credit union,100.0,7561
13467,kirtland federal credit union,kirtland federal credit union,100.0,11120
13468,chartway federal credit union,chartway federal credit union,100.0,11121
13469,abnb federal credit union,abnb federal credit union,100.0,5843
13470,diamond valley federal credit union,diamond valley fcu,66.22961308090608,11123
13471,mission federal credit union,mission federal credit union,100.0,7566
13472,hartford federal credit union,hartford federal credit union,100.0,664
13473,la capitol federal credit union,la capitol federal credit unio,98.35282896503071,10264
13474,asi federal credit union,asi federal credit union,100.0,5849
13475,pinnacle federal credit union,pinnacle federal credit union,100.0,10266
13476,midhudson valley federal credit union,midhudson valley federal cred,87.17796966200085,2880
13477,heritage federal credit union,heritage federal credit union,100.0,8478
13478,lanco federal credit union,lanco federal credit union,100.0,3977
13479,peoples federal credit union,peoples bank,47.29448581273135,14671
13480,west va federal credit union,ria federal credit union,77.38824491025458,9381
13481,ria federal credit union,ria federal credit union,100.0,11975
13482,visions federal credit union,visions federal credit union,100.0,11135
13483,usalliance federal credit union,usalliance federal credit unio,98.39161962996947,2886
13484,suffolk federal credit union,suffolk federal credit union,100.0,10275
13485,coastal federal credit union,coastal federal credit union,100.0,7578
13486,midatlantic federal credit union,midatlantic federal credit union,100.0,13844
13487,pittsford federal credit union,pittsford federal credit union,100.0,6757
13488,cross valley federal credit union,cross valley federal credit union,100.0,13247
13489,ut federal credit union,ut federal credit union,100.0,679
13490,americhoice federal credit union,americhoice fcu,61.6662146339522,680
13491,franklin mint federal credit union,franklin mint federal cu,82.50078219682072,681
13492,xceed financial federal credit union,xceed financial federal credit,91.32508669784278,4969
13493,johns hopkins federal credit union,johns hopkins federal credit u,93.02468876657284,2896
13494,cpm federal credit union,cpm federal credit union,100.0,6764
13495,michigan state university federal credit union,michigan state university federal credit union,100.0,13393
13496,digital federal credit union,digital federal credit union,100.0,5871
13497,notre dame federal credit union,notre dame federal credit unio,98.41309686078363,8498
13498,founders federal credit union,founders federal credit union,100.0,6768
13499,university of ky federal credit union,university credit union,73.45859490784053,7683
13500,advantage federal credit union,advantage bank,53.59834874361731,2505
13501,telcoe federal credit union,telcoe federal credit union,100.0,12806
13502,northcountry federal credit union,northcountry federal credit un,95.26866394214387,11154
13503,hiway federal credit union,hiway federal credit union,100.0,5880
13504,san antonio federal credit union,san antonio federal credit uni,96.87306176738505,8506
13505,allegacy federal credit union,allegacy federal credit union,100.0,4988
13506,tinker federal credit union,tinker federal credit union,100.0,4007
13507,webster first federal credit union,webster first federal credit u,93.5784882025168,6779
13508,esl federal credit union,esl federal credit union,100.0,12814
13509,texar federal credit union,texar federal credit union,100.0,4992
13510,first federal credit union,first federal credit union,100.0,14634
13511,cyprus credit union,cyprus credit union,100.0,13598
13512,mountain america credit union,mountain america credit union,100.0,8514
13513,goldenwest credit union,goldenwest credit union,100.0,14235
13514,america first credit union,america first credit union,100.0,1817
13515,gulf winds federal credit union,gulf winds federal credit unio,98.33206389696039,8517
13516,deseret first credit union,deseret first credit union,100.0,4017
13517,granite credit union,granite credit union,100.0,10308
13518,horizon credit union,horizon bank,54.69406389867606,3640
13519,charlotte metro credit union,charlotte metro credit union,100.0,1828
13520,tulsa federal employees credit union,tulsa federal employees credit,90.96952036054303,5021
13521,credit union of co,credit union one,82.5323053539354,9469
13522,members credit union,members credit union,100.0,5898
13523,washington state employees credit union,washington state employees credit union,100.0,13322
13524,gecu of el paso,gecu of el paso,100.0,11176
13525,tcu teachers credit union,teachers credit union,86.89671768484656,9425
13526,credit union of america,credit union of america,100.0,12833
13527,achieva credit union,achieva credit union,100.0,11179
13528,municipal credit union,municipal credit union,100.0,7622
13529,great lakes credit union,great lakes credit union,100.0,5009
13530,freedom credit union,freedom credit union,100.0,14380
13531,northwest community credit union,northwest community cu,80.23691875358394,7661
13532,ih ms valley credit union,valley bank,38.28418971789122,3488
13533,weokie credit union foundation,weokie credit union,79.54051500681086,2938
13534,st louis community credit union,st louis community credit uni,96.65189436900438,7628
13535,associated credit union,associated credit union,100.0,6806
13536,landmark credit union,landmark bank,54.845964625359144,12515
13537,tulsa teachers credit union,tulsa teachers credit union,100.0,6809
13538,family security credit union,family security credit union,100.0,5918
13539,associated credit union of tx,associated credit union of tx,100.0,12845
13540,public service credit union,public service credit union,100.0,5984
13541,arrowhead credit union,arrowhead credit union,100.0,1845
13542,family credit union,the family credit union,85.22355408507397,12848
13543,california credit union,california credit union,100.0,5924
13544,redwood credit union,redwood credit union,100.0,12850
13545,scott credit union,scott credit union,100.0,14075
13546,new horizons credit union,new horizons credit union,100.0,7641
13547,san diego county credit union,san diego county credit union,100.0,9447
13548,seven seventeen credit union,seven seventeen credit union,100.0,12854
13549,arizona state credit union,arizona state credit union,100.0,5936
13550,bayport credit union inc,bayport credit union,90.88599824775379,7653
13551,commonwealth credit union,commonwealth credit union,100.0,4042
13552,numark credit union,numark credit union,100.0,6831
13553,kemba financial credit union,kemba financial credit union,100.0,14601
13554,golden 1 credit union,the golden 1 credit union,86.83205178818014,6835
13555,river valley credit union,river valley credit union,100.0,5055
13556,commonwealth central credit union,commonwealth credit union,86.53193473036757,5043
13557,kemba credit union inc,kemba credit union inc,100.0,764
13558,metro credit union,metro credit union,100.0,10350
13559,melrose credit union,melrose credit union,100.0,11211
13560,lake trust credit union,lake trust credit union,100.0,12057
13561,team one credit union,team one credit union,100.0,770
13562,consumers credit union,consumers credit union,100.0,6845
13563,vibe credit union,vibe credit union,100.0,12061
13564,oklahoma central credit union,oklahoma central credit union,100.0,13410
13565,firstmark credit union,firstmark credit union,100.0,7671
13566,lake mi credit union,lake city bank,49.249985096338804,9032
13567,credit union one,credit union one,100.0,12065
13568,boulder valley credit union,boulder valley credit union,100.0,8573
13569,onpoint community credit union,onpoint community credit union,100.0,4084
13570,affinity credit union,affinity credit union,100.0,14467
13571,telhio credit union inc,telhio credit union,90.80174830857942,12877
13572,arizona central credit union,arizona central credit union,100.0,10365
13573,financial plus credit union,financial plus credit union,100.0,8579
13574,collins credit union,collins community credit union,78.48629015201732,12880
13575,summit credit union,summit credit union,100.0,5133
13576,listerhill credit union,listerhill credit union,100.0,4092
13577,university credit union,university credit union,100.0,5071
13578,unitus community credit union,unitus community credit union,100.0,7685
13579,community credit union,community credit union,100.0,1970
13580,telco community credit union,telco community credit union,100.0,12887
13581,linn area credit union,linn area credit union,100.0,10374
13582,alliance credit union,alliance credit union,100.0,14531
13583,st marys bank,st marys bank,100.0,5079
13584,dupaco community credit union,dupaco community credit union,100.0,9486
13585,mazuma credit union,mazuma credit union,100.0,14376
13586,psecu pa state employee credit union,state employee credit union,80.2928531152728,4150
13587,greater ia credit union,greater iowa credit union,94.64573392922469,9490
13588,credit union of denver,credit union of denver,100.0,7696
13589,veridian credit union,veridian credit union,100.0,9492
13590,dutrac community credit union,dutrac community credit union,100.0,13250
13591,uncle credit union,uncle credit union,100.0,10385
13592,community choice credit union,community choice credit union,100.0,12901
13593,universal 1 credit union inc,universal 1 credit union,92.54537128429958,8603
13594,sunwest educational credit union,sunwest educational credit union,100.0,12904
13595,members first credit union,members first credit union,100.0,745
13596,state employees credit union,state employees credit union,100.0,5121
13597,dexter credit union,dexter credit union,100.0,9503
13598,westerra credit union,westerra credit union,100.0,6886
13599,peoples credit union,peoples bank,52.51062374135616,14671
13600,credit union 1,credit union 1,100.0,8611
13601,trumark financial credit union,trumark financial credit union,100.0,12911
13602,wrightpatt credit union inc,wrightpatt credit union,92.23335218947958,5998
13603,secu credit union,secu credit union,100.0,3035
13604,sound credit union,sound credit union,100.0,6893
13605,industrial credit union,industrial credit union,100.0,6049
13606,provident credit union,provident bank,60.28695754799968,4807
13607,delta community credit union,delta community credit union,100.0,6002
13608,first northern credit union,first northern credit union,100.0,11264
13609,harborstone credit union,harborstone credit union,100.0,11267
13610,educators credit union,educators credit union,100.0,4174
13611,uw credit union,uw credit union,100.0,11269
13612,california coast credit union,california credit union,87.40954513950528,8545
13613,point breeze credit union,point breeze credit union,100.0,4140
13614,greenwood credit union,greenwood credit union,100.0,1944
13615,coventry credit union,coventry credit union,100.0,4142
13616,community first credit union,community first credit union,100.0,8664
13617,leominster credit union,leominster credit union,100.0,10415
13618,wescom credit union,wescom credit union,100.0,4148
13619,fox communities credit union,fox communities credit union,100.0,5120
13620,first community credit union,first community credit union,100.0,13283
13621,royal credit union,royal credit union,100.0,8638
13622,day air credit union,day air credit union,100.0,12936
13623,virginia credit union,virginia credit union,100.0,10424
13624,code credit union,code credit union,100.0,14223
13625,numerica credit union,numerica credit union,100.0,11285
13626,capital credit union,capital bank,50.16452669000302,7361
13627,beacon credit union,beacon credit union,100.0,3068
13628,fond du lac credit union,fond du lac credit union,100.0,12133
13629,rhode island credit union,rhode island credit union,100.0,14091
13630,pawtucket credit union,pawtucket credit union,100.0,7747
13631,space coast credit union,space coast credit union,100.0,6036
13632,first central credit union,first central credit union,100.0,9551
13633,communityamerica credit union,communityamerica credit union,100.0,11299
13634,florida central credit union,florida central credit union,100.0,4177
13635,city credit union,city credit union,100.0,8661
13636,vantage credit union,vantage credit union,100.0,1983
13637,sharon credit union,sharon credit union,100.0,8663
13638,eecu credit union,eecu,39.293579032024724,7758
13639,old hickory credit union,old hickory credit union,100.0,11307
13640,sierra central credit union,sierra central credit union,100.0,886
13641,first south credit union,first south credit union,100.0,5154
13642,first south financial credit union,first south financial credit union,100.0,14389
13643,knoxville tva employees credit union,knoxville tva employees credit,90.72446848954033,11311
13644,eastman credit union,eastman credit union,100.0,5156
13645,columbia credit union,columbia bank,52.447140945362136,13400
13646,spokane teachers credit union,spokane teachers credit union,100.0,10456
13647,global credit union,global credit union,100.0,5159
13648,forum credit union,forum credit union,100.0,12966
13649,united heritage credit union,united heritage credit union,100.0,6057
13650,belco community credit union,belco community credit union,100.0,12161
13651,indiana members credit union,indiana members credit union,100.0,7771
13652,centra credit union,centra credit union,100.0,6953
13653,tapco credit union,tapco credit union,100.0,12971
13654,velocity credit union,velocity credit union,100.0,6062
13655,safe credit union,safe credit union,100.0,5167
13656,service credit union,service credit union,100.0,11325
13657,point loma credit union,point loma credit union,100.0,905
13658,technology credit union,technology credit union,100.0,7779
